sample,scenario,method,feature,weight
ceo,baseline,equal,has_experience_same_industry_group,0.047619047619047616
ceo,baseline,equal,has_other_company_management,0.047619047619047616
ceo,baseline,equal,current_company_experience_years,0.047619047619047616
ceo,baseline,critic,education_bachelor_or_higher,0.07907875294314384
ceo,baseline,critic,education_master_or_higher,0.08056418445905028
ceo,baseline,critic,education_doctoral,0.07567113928741542
ceo,baseline,critic,has_mba_emba,0.07822971371685364
ceo,baseline,critic,has_foreign_education,0.08774204490023713
ceo,baseline,critic,has_professional_retraining,0.04348804015475819
ceo,baseline,critic,has_law_education,0.0635416889076638
ceo,baseline,critic,has_economics_education,0.09164926933475684
ceo,baseline,critic,publications_count,0.0007754491026943636
ceo,baseline,critic,has_research_experience,0.06602435669283939
ceo,baseline,critic,research_experience_years,0.016824869228820896
ceo,baseline,critic,patents_count,0.006098704952752372
ceo,baseline,critic,experience_years_same_sector,0.03390821849842996
ceo,baseline,critic,experience_years_same_industry,0.0331603439093355
ceo,baseline,critic,experience_years_same_industry_group,0.03332318752336169
ceo,baseline,critic,professional_experience_years,0.02391489146558009
ceo,baseline,critic,has_experience_same_sector,0.02437852218073455
ceo,baseline,critic,has_experience_same_industry,0.02437852218073455
ceo,baseline,critic,has_experience_same_industry_group,0.02437852218073455
ceo,baseline,critic,has_other_company_management,0.07992557637207902
ceo,baseline,critic,current_company_experience_years,0.032944002008023915
ceo,baseline,max_variance,education_bachelor_or_higher,0.0
ceo,baseline,max_variance,education_master_or_higher,0.0
ceo,baseline,max_variance,education_doctoral,0.0
ceo,baseline,max_variance,has_mba_emba,0.0
ceo,baseline,max_variance,has_foreign_education,0.0
ceo,baseline,max_variance,has_professional_retraining,0.0
ceo,baseline,max_variance,has_law_education,0.0
ceo,baseline,max_variance,has_economics_education,1.0
ceo,baseline,max_variance,publications_count,0.0
ceo,baseline,max_variance,has_research_experience,0.0
ceo,baseline,max_variance,research_experience_years,0.0
ceo,baseline,max_variance,patents_count,0.0
ceo,baseline,max_variance,experience_years_same_sector,0.0
ceo,baseline,max_variance,experience_years_same_industry,0.0
ceo,baseline,max_variance,experience_years_same_industry_group,0.0
ceo,baseline,max_variance,professional_experience_years,0.0
ceo,baseline,max_variance,has_experience_same_sector,0.0
ceo,baseline,max_variance,has_experience_same_industry,0.0
ceo,baseline,max_variance,has_experience_same_industry_group,0.0
ceo,baseline,max_variance,has_other_company_management,0.0
ceo,baseline,max_variance,current_company_experience_years,0.0
ceo,baseline,max_variance_capped,education_bachelor_or_higher,0.2
ceo,baseline,max_variance_capped,education_master_or_higher,0.2
ceo,baseline,max_variance_capped,education_doctoral,0.2
ceo,baseline,max_variance_capped,has_mba_emba,0.0
ceo,baseline,max_variance_capped,has_foreign_education,0.0
ceo,baseline,max_variance_capped,has_professional_retraining,0.0
ceo,baseline,max_variance_capped,has_law_education,0.0
ceo,baseline,max_variance_capped,has_economics_education,0.2
ceo,baseline,max_variance_capped,publications_count,0.0
ceo,baseline,max_variance_capped,has_research_experience,0.2
ceo,baseline,max_variance_capped,research_experience_years,0.0
ceo,baseline,max_variance_capped,patents_count,0.0
ceo,baseline,max_variance_capped,experience_years_same_sector,0.0
ceo,baseline,max_variance_capped,experience_years_same_industry,0.0
ceo,baseline,max_variance_capped,experience_years_same_industry_group,0.0
ceo,baseline,max_variance_capped,professional_experience_years,0.0
ceo,baseline,max_variance_capped,has_experience_same_sector,0.0
ceo,baseline,max_variance_capped,has_experience_same_industry,0.0
ceo,baseline,max_variance_capped,has_experience_same_industry_group,0.0
ceo,baseline,max_variance_capped,has_other_company_management,0.0
ceo,baseline,max_variance_capped,current_company_experience_years,0.0
ceo,caps_x2,equal,education_bachelor_or_higher,0.047619047619047616
ceo,caps_x2,equal,education_master_or_higher,0.047619047619047616
ceo,caps_x2,equal,education_doctoral,0.047619047619047616
ceo,caps_x2,equal,has_mba_emba,0.047619047619047616
ceo,caps_x2,equal,has_foreign_education,0.047619047619047616
ceo,caps_x2,equal,has_professional_retraining,0.047619047619047616
ceo,caps_x2,equal,has_law_education,0.047619047619047616
ceo,caps_x2,equal,has_economics_education,0.047619047619047616
ceo,caps_x2,equal,publications_count,0.047619047619047616
ceo,caps_x2,equal,has_research_experience,0.047619047619047616
ceo,caps_x2,equal,research_experience_years,0.047619047619047616
ceo,caps_x2,equal,patents_count,0.047619047619047616
ceo,caps_x2,equal,experience_years_same_sector,0.047619047619047616
ceo,caps_x2,equal,experience_years_same_industry,0.047619047619047616
ceo,caps_x2,equal,experience_years_same_industry_group,0.047619047619047616
ceo,caps_x2,equal,professional_experience_years,0.047619047619047616
ceo,caps_x2,equal,has_experience_same_sector,0.047619047619047616
ceo,caps_x2,equal,has_experience_same_industry,0.047619047619047616
ceo,caps_x2,equal,has_experience_same_industry_group,0.047619047619047616
ceo,caps_x2,equal,has_other_company_management,0.047619047619047616
ceo,caps_x2,equal,current_company_experience_years,0.047619047619047616
ceo,caps_x2,critic,education_bachelor_or_higher,0.0869450960152446
ceo,caps_x2,critic,education_master_or_higher,0.08857829053296053
ceo,caps_x2,critic,education_doctoral,0.08319851067527112
ceo,caps_x2,critic,has_mba_emba,0.08601159878238375
ceo,caps_x2,critic,has_foreign_education,0.09647016720041023
ceo,caps_x2,critic,has_professional_retraining,0.04781400421790647
ceo,caps_x2,critic,has_law_education,0.069862485654266
ceo,caps_x2,critic,has_economics_education,0.10076606200108663
ceo,caps_x2,critic,publications_count,0.00042629337324762514
ceo,caps_x2,critic,has_research_experience,0.07259211631891802
ceo,caps_x2,critic,research_experience_years,0.009249259858684933
ceo,caps_x2,critic,patents_count,0.003352686201734519
ceo,caps_x2,critic,experience_years_same_sector,0.018640615862844684
ceo,caps_x2,critic,experience_years_same_industry,0.018229481230999066
ceo,caps_x2,critic,experience_years_same_industry_group,0.01831900245591745
ceo,caps_x2,critic,professional_experience_years,0.013146910246321029
ceo,caps_x2,critic,has_experience_same_sector,0.026803570780101746
ceo,caps_x2,critic,has_experience_same_industry,0.026803570780101746
ceo,caps_x2,critic,has_experience_same_industry_group,0.026803570780101746
ceo,caps_x2,critic,has_other_company_management,0.08787615703475338
ceo,caps_x2,critic,current_company_experience_years,0.018110549996744652
ceo,caps_x2,max_variance,education_bachelor_or_higher,0.0
ceo,caps_x2,max_variance,education_master_or_higher,0.0
ceo,caps_x2,max_variance,education_doctoral,0.0
ceo,caps_x2,max_variance,has_mba_emba,0.0
ceo,caps_x2,max_variance,has_foreign_education,0.0
ceo,caps_x2,max_variance,has_professional_retraining,0.0
ceo,caps_x2,max_variance,has_law_education,0.0
ceo,caps_x2,max_variance,has_economics_education,1.0
ceo,caps_x2,max_variance,publications_count,0.0
ceo,caps_x2,max_variance,has_research_experience,0.0
ceo,caps_x2,max_variance,research_experience_years,0.0
ceo,caps_x2,max_variance,patents_count,0.0
ceo,caps_x2,max_variance,experience_years_same_sector,0.0
ceo,caps_x2,max_variance,experience_years_same_industry,0.0
ceo,caps_x2,max_variance,experience_years_same_industry_group,0.0
ceo,caps_x2,max_variance,professional_experience_years,0.0
ceo,caps_x2,max_variance,has_experience_same_sector,0.0
ceo,caps_x2,max_variance,has_experience_same_industry,0.0
ceo,caps_x2,max_variance,has_experience_same_industry_group,0.0
ceo,caps_x2,max_variance,has_other_company_management,0.0
ceo,caps_x2,max_variance,current_company_experience_years,0.0
ceo,caps_x2,max_variance_capped,education_bachelor_or_higher,0.2
ceo,caps_x2,max_variance_capped,education_master_or_higher,0.2
ceo,caps_x2,max_variance_capped,education_doctoral,0.2
ceo,caps_x2,max_variance_capped,has_mba_emba,0.0
ceo,caps_x2,max_variance_capped,has_foreign_education,0.0
ceo,caps_x2,max_variance_capped,has_professional_retraining,0.0
ceo,caps_x2,max_variance_capped,has_law_education,0.0
ceo,caps_x2,max_variance_capped,has_economics_education,0.2
ceo,caps_x2,max_variance_capped,publications_count,0.0
ceo,caps_x2,max_variance_capped,has_research_experience,0.2
ceo,caps_x2,max_variance_capped,research_experience_years,0.0
ceo,caps_x2,max_variance_capped,patents_count,0.0
ceo,caps_x2,max_variance_capped,experience_years_same_sector,0.0
ceo,caps_x2,max_variance_capped,experience_years_same_industry,0.0
ceo,caps_x2,max_variance_capped,experience_years_same_industry_group,0.0
ceo,caps_x2,max_variance_capped,professional_experience_years,0.0
ceo,caps_x2,max_variance_capped,has_experience_same_sector,0.0
ceo,caps_x2,max_variance_capped,has_experience_same_industry,0.0
ceo,caps_x2,max_variance_capped,has_experience_same_industry_group,0.0
ceo,caps_x2,max_variance_capped,has_other_company_management,0.0
ceo,caps_x2,max_variance_capped,current_company_experience_years,0.0
ceo,log1p_fixed_caps,equal,education_bachelor_or_higher,0.047619047619047616
ceo,log1p_fixed_caps,equal,education_master_or_higher,0.047619047619047616
ceo,log1p_fixed_caps,equal,education_doctoral,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_mba_emba,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_foreign_education,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_professional_retraining,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_law_education,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_economics_education,0.047619047619047616
ceo,log1p_fixed_caps,equal,publications_count,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_research_experience,0.047619047619047616
ceo,log1p_fixed_caps,equal,research_experience_years,0.047619047619047616
ceo,log1p_fixed_caps,equal,patents_count,0.047619047619047616
ceo,log1p_fixed_caps,equal,experience_years_same_sector,0.047619047619047616
ceo,log1p_fixed_caps,equal,experience_years_same_industry,0.047619047619047616
ceo,log1p_fixed_caps,equal,experience_years_same_industry_group,0.047619047619047616
ceo,log1p_fixed_caps,equal,professional_experience_years,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_experience_same_sector,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_experience_same_industry,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_experience_same_industry_group,0.047619047619047616
ceo,log1p_fixed_caps,equal,has_other_company_management,0.047619047619047616
ceo,log1p_fixed_caps,equal,current_company_experience_years,0.047619047619047616
ceo,log1p_fixed_caps,critic,education_bachelor_or_higher,0.07495246346486696
ceo,log1p_fixed_caps,critic,education_master_or_higher,0.07626568951287416
ceo,log1p_fixed_caps,critic,education_doctoral,0.07231576489560546
ceo,log1p_fixed_caps,critic,has_mba_emba,0.07565617099811936
ceo,log1p_fixed_caps,critic,has_foreign_education,0.0845747532967621
ceo,log1p_fixed_caps,critic,has_professional_retraining,0.04070988580738817
ceo,log1p_fixed_caps,critic,has_law_education,0.059587610583483684
ceo,log1p_fixed_caps,critic,has_economics_education,0.08772114376185862
ceo,log1p_fixed_caps,critic,publications_count,0.0088658990176377
ceo,log1p_fixed_caps,critic,has_research_experience,0.06305005654091105
ceo,log1p_fixed_caps,critic,research_experience_years,0.02594492275330119
ceo,log1p_fixed_caps,critic,patents_count,0.013824127547490947
ceo,log1p_fixed_caps,critic,experience_years_same_sector,0.033161474697647686
ceo,log1p_fixed_caps,critic,experience_years_same_industry,0.03434836316861803
ceo,log1p_fixed_caps,critic,experience_years_same_industry_group,0.03308330548175334
ceo,log1p_fixed_caps,critic,professional_experience_years,0.027071908764460785
ceo,log1p_fixed_caps,critic,has_experience_same_sector,0.022296891616455507
ceo,log1p_fixed_caps,critic,has_experience_same_industry,0.022296891616455507
ceo,log1p_fixed_caps,critic,has_experience_same_industry_group,0.022296891616455507
ceo,log1p_fixed_caps,critic,has_other_company_management,0.07615654834016736
ceo,log1p_fixed_caps,critic,current_company_experience_years,0.045819236517686886
ceo,log1p_fixed_caps,max_variance,education_bachelor_or_higher,0.0
ceo,log1p_fixed_caps,max_variance,education_master_or_higher,0.0
ceo,log1p_fixed_caps,max_variance,education_doctoral,0.0
ceo,log1p_fixed_caps,max_variance,has_mba_emba,0.0
ceo,log1p_fixed_caps,max_variance,has_foreign_education,0.0
ceo,log1p_fixed_caps,max_variance,has_professional_retraining,0.0
ceo,log1p_fixed_caps,max_variance,has_law_education,0.0
ceo,log1p_fixed_caps,max_variance,has_economics_education,1.0
ceo,log1p_fixed_caps,max_variance,publications_count,0.0
ceo,log1p_fixed_caps,max_variance,has_research_experience,0.0
ceo,log1p_fixed_caps,max_variance,research_experience_years,0.0
ceo,log1p_fixed_caps,max_variance,patents_count,0.0
ceo,log1p_fixed_caps,max_variance,experience_years_same_sector,0.0
ceo,log1p_fixed_caps,max_variance,experience_years_same_industry,0.0
ceo,log1p_fixed_caps,max_variance,experience_years_same_industry_group,0.0
ceo,log1p_fixed_caps,max_variance,professional_experience_years,0.0
ceo,log1p_fixed_caps,max_variance,has_experience_same_sector,0.0
ceo,log1p_fixed_caps,max_variance,has_experience_same_industry,0.0
ceo,log1p_fixed_caps,max_variance,has_experience_same_industry_group,0.0
ceo,log1p_fixed_caps,max_variance,has_other_company_management,0.0
ceo,log1p_fixed_caps,max_variance,current_company_experience_years,0.0
ceo,log1p_fixed_caps,max_variance_capped,education_bachelor_or_higher,0.2
ceo,log1p_fixed_caps,max_variance_capped,education_master_or_higher,0.2
ceo,log1p_fixed_caps,max_variance_capped,education_doctoral,0.2
ceo,log1p_fixed_caps,max_variance_capped,has_mba_emba,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_foreign_education,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_professional_retraining,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_law_education,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_economics_education,0.2
ceo,log1p_fixed_caps,max_variance_capped,publications_count,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_research_experience,0.2
ceo,log1p_fixed_caps,max_variance_capped,research_experience_years,0.0
ceo,log1p_fixed_caps,max_variance_capped,patents_count,0.0
ceo,log1p_fixed_caps,max_variance_capped,experience_years_same_sector,0.0
ceo,log1p_fixed_caps,max_variance_capped,experience_years_same_industry,0.0
ceo,log1p_fixed_caps,max_variance_capped,experience_years_same_industry_group,0.0
ceo,log1p_fixed_caps,max_variance_capped,professional_experience_years,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_experience_same_sector,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_experience_same_industry,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_experience_same_industry_group,0.0
ceo,log1p_fixed_caps,max_variance_capped,has_other_company_management,0.0
ceo,log1p_fixed_caps,max_variance_capped,current_company_experience_years,0.0
