ticker,name,role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years,is_ceo
HYDR,Исаков Александр Юрьевич,"Член СД по CSV; подтвержден как заместитель директора Департамента корпоративного управления ПАО ""РусГидро"" и член Совета директоров ПАО ""Сахалинэнерго""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,1,1,1,1,1,1,0,False
HYDR,Недотко Вадим Владиславович,"Член СД по CSV; подтвержден как директор Департамента экономического планирования и инвестиционных программ ПАО ""РусГидро"" и член советов директоров дочерних обществ",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0,2,2,1,1,1,1,0,False
HYDR,Панин Виктор Евгеньевич,"Член СД по CSV; в проверенных источниках подтвержден как председатель Совета директоров АО ""РусГидро ОЦО"" и сотрудник ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
HYDR,Финкель Дмитрий Владимирович,"Член СД по CSV; подтвержден как генеральный директор АО ""РусГидро ОЦО"" и член Совета директоров АО ""РусГидро ОЦО""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,19,10,19,25,1,1,1,1,10,False
HYDR,Хмарин Виктор Викторович,"Председатель Правления - Генеральный директор ПАО ""РусГидро""",0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0.0,0,11,11,11,13,1,1,1,1,11,True
IRAO,Бугров Андрей Евгеньевич,"Независимый директор ПАО ""Интер РАО""; председатель Комитета по аудиту и устойчивому развитию; член Комитета по номинациям и вознаграждениям",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,3,3,3,28,1,1,1,1,3,False
IRAO,Быстров Максим Сергеевич,"Независимый директор ПАО ""Интер РАО""; член комитетов Совета директоров",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,3,3,3,14,1,1,1,1,3,False
IRAO,Гавриленко Анатолий Анатольевич,"Неисполнительный директор ПАО ""Интер РАО""",0,0,1,0,0,0,0,0,1,1,0.0,0,0,0,0.0,0,10,10,10,22,1,1,1,1,10,False
IRAO,Дрегваль Сергей Георгиевич,"Генеральный директор ПАО ""Интер РАО""; Председатель Правления с 15.03.2024. CSV также указывает ""Член СД"", но годовой отчет 2024 не подтверждает членство в Совете директоров на 31.12.2024.",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,9,9,9,15,1,1,1,1,2,True
IRAO,Локшин Александр Маркович,"Неисполнительный директор ПАО ""Интер РАО""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,3,3,24,1,1,1,1,3,False
IRAO,Миловидов Владимир Дмитриевич,"Старший независимый директор ПАО ""Интер РАО""; председатель Комитета по номинациям и вознаграждениям; член комитетов Совета директоров",0,0,0,1,0,0,0,0,0,1,0.0,0,1,15,0.0,0,4,4,4,26,1,1,1,1,4,False
IRAO,Муров Андрей Евгеньевич,"Неисполнительный директор ПАО ""Интер РАО""",0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,0.0,0,18,18,18,24,1,1,1,1,2,False
IRAO,Опадчий Фёдор Юрьевич,"Независимый директор ПАО ""Интер РАО""; член комитетов Совета директоров",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,15,15,15,20,1,1,1,1,3,False
IRAO,Сечин Игорь Иванович,"Председатель Совета директоров ПАО ""Интер РАО""; неисполнительный директор",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,12,12,12,14,1,1,1,1,12,False
IRAO,Федоров Денис Владимирович,"Неисполнительный директор ПАО ""Интер РАО""",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,32,2,32,35,1,1,1,1,2,False
IRAO,Шугаев Дмитрий Евгеньевич,"Заместитель Председателя Совета директоров ПАО ""Интер РАО""; неисполнительный директор",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,7,7,7,15,1,1,1,0,7,False
IVAT,Батыров Ренат Рафикович,"Независимый директор ПАО ""ИВА""; член Комитета по аудиту и Комитета по вознаграждениям и номинациям.",0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0.0,0,1,1,1,17,1,1,1,1,1,False
IVAT,Зокин Андрей Александрович,"Крупный акционер ПАО ""ИВА"" в 2024 году; роль члена Совета директоров из CSV не подтверждена официальными источниками за 2024 год.",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,1,1,1,23,1,1,1,1,1,False
IVAT,Иодковский Станислав Эрикович,"Генеральный директор ПАО ""ИВА"" с 9 апреля 2024 года; исполнительный директор и член Совета директоров в 2024 году.",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,13,4,13,13,1,1,1,1,0,True
IVAT,Манойло Андрей Федорович,"Независимый директор ПАО ""ИВА""; председатель Комитета по аудиту, член Комитета по вознаграждениям и номинациям.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,9,1,1,1,1,1,False
IVAT,Петров Виктор Александрович,"Исполнительный директор / член Совета директоров ПАО ""ИВА""; заместитель генерального директора по исследованиям и разработкам.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,9,9,9,9,1,1,1,1,0,False
IVAT,Смирнов Максим Сергеевич,"Исполнительный директор / член Совета директоров ПАО ""ИВА""; заместитель генерального директора по коммерческим вопросам.",0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,8,8,8,8,1,1,1,1,0,False
IVAT,Смирнов Павел Игоревич,"Связь с ПАО ""ИВА"" как членом Совета директоров в 2024 году не подтверждена; официальные материалы 2025 года включают его в список кандидатов и проект состава Совета директоров.",0,0,0,1,0,1,0,0,0,1,2.0,1,1,11,0.0,0,17,13,13,24,1,1,1,1,0,False
IVAT,Терентьев Евгений Викторович,"Неисполнительный директор ПАО ""ИВА""; советник генерального директора по искусственному интеллекту.",0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,0,0,False
IVAT,Черных Сергей Дмитриевич,"Неисполнительный директор / член Совета директоров ПАО ""ИВА"" в 2024 году.",0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,1,8,9,1,1,1,1,1,False
KAZT,Аникушин Сергей Александрович,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,12,12,12,12,1,1,1,0,12,False
KAZT,Ардамаков Сергей Витальевич,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,0,0,0,0,0.0,0,1,23,1.0,1,69,69,69,69,1,1,1,0,69,False
KAZT,Бобровский Сергей Викторович,"Член совета директоров и заместитель председателя совета директоров ПАО ""КуйбышевАзот""; советник по корпоративным отношениям",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,1,32,False
KAZT,Былинин Андрей Николаевич,"Член совета директоров и коммерческий директор ПАО ""КуйбышевАзот"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,40,40,40,40,1,1,1,1,40,False
KAZT,Герасименко Александр Викторович,"Генеральный директор ПАО ""КуйбышевАзот"" в контексте 2024 года",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,29,29,29,29,1,1,1,0,29,True
KAZT,Герасименко Виктор Иванович,"Член совета директоров, председатель совета директоров ПАО ""КуйбышевАзот"" в 2024 году; советник по работе группы компаний",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,1.0,1,54,54,54,54,1,1,1,1,54,False
KAZT,Кудашев Виктор Николаевич,"Член совета директоров и главный бухгалтер ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,25,25,25,25,1,1,1,0,25,False
KAZT,Кудрявцев Виктор Петрович,"Член совета директоров ПАО ""КуйбышевАзот""; директор ООО ""КуйбышевАзот-плюс""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,1,32,False
KAZT,Огарков Анатолий Аркадьевич,"Член совета директоров и советник ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,1.0,1,80,80,80,80,1,1,1,1,80,False
KAZT,Рачин Константин Геннадьевич,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,1,0,0,1,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,0,32,False
KAZT,Рыбкин Дмитрий Васильевич,"Член совета директоров и директор по маркетингу и стратегическому планированию ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,39,39,39,39,1,1,1,1,39,False
KAZT,Туманов Сергей Александрович,"Член совета директоров и председатель первичной профсоюзной организации ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,1,1,0.0,0,0,0,0.0,0,12,12,12,12,1,1,1,0,12,False
KAZT,Шульженко Юрий Григорьевич,"Член совета директоров и советник ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,1,32,False
KZOS,Сафин Айрат Фоатович,"Генеральный директор ПАО ""Казаньоргсинтез"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,1.0,1,32,32,32,42,1,1,1,1,20,True
LEAS,Мизюра Сергей Николаевич,"Генеральный директор ПАО ""ЛК ""Европлан"" (подтверждено в контексте 2024 года)",0,0,1,0,0,1,0,0,0,1,0.0,0,0,0,0.0,0,22,22,22,22,1,1,1,0,22,True
LENT,Сорокин Владимир Леонидович,"Генеральный директор МКПАО ""Лента"" / Группы компаний ""Лента""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,28,17,17,46,1,1,1,1,6,True
LKOH,Кочкуров Сергей Алексеевич,"В 2024 году: вице-президент по добыче нефти и газа в России ПАО ""ЛУКОЙЛ""; с января 2025 года: главный исполнительный директор ПАО ""ЛУКОЙЛ"". CSV указывает роль ""Генеральный директор"", но открытые источники относят назначение на эту должность к январю 2025 года.",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,3.0,1,53,53,53,59,1,1,1,1,7,False
LSNGP,Денисов Игорь Вадимович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,8,1,1,1,1,1,False
LSNGP,Казаев Владимир Александрович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Начальник аппарата вице-губернатора Санкт-Петербурга (Кропачева С.Н.)",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,1,1,1,9,1,1,1,0,1,False
LSNGP,Котвицкий Константин Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,10,1,1,1,1,2,False
LSNGP,Краинский Даниил Владимирович,"Член Совета директоров и член Правления ПАО ""Россети Ленэнерго""; Заместитель Генерального директора по правовому обеспечению ПАО ""Россети""",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,15,15,15,15,1,1,1,1,3,False
LSNGP,Кузьмин Игорь Анатольевич,"Генеральный директор ПАО ""Россети Ленэнерго""; Председатель Правления; член Совета директоров в контексте 2024 года",0,0,1,0,0,1,0,1,0,1,0.0,0,0,0,0.0,0,16,16,16,16,1,1,1,0,16,True
LSNGP,Кутыева Екатерина Валерьевна,CSV role: Член Совета директоров; в годовом отчете за 2024 год членство в Совете директоров на 31.12.2024 не подтверждено; подтверждена как заместитель председателя Комитета имущественных отношений Санкт-Петербурга и как кандидат/избранный член Совета директоров на собрании 2025 года,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,25,0,0,0,1,0,False
LSNGP,Ляпунов Евгений Викторович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель Генерального директора - главный инженер ПАО ""Россети""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,1,3,False
LSNGP,Мельникова Светлана Анатольевна,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,9,9,9,16,1,1,1,1,9,False
LSNGP,Мольский Алексей Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель Генерального директора по инвестициям и капитальному строительству ПАО ""Россети""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,16,16,16,16,1,1,1,1,3,False
LSNGP,Пикин Сергей Сергеевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; независимый директор; директор Фонда энергетического развития",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,8,8,8,19,1,1,1,1,8,False
LSNGP,Полинов Алексей Александрович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Главный советник, Врио заместителя Генерального директора по стратегии ПАО ""Россети""",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,12,12,12,12,1,1,1,1,6,False
LSNGP,Протасов Станислав Дмитриевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Председатель Комитета по энергетике и инженерному обеспечению Санкт-Петербурга в 2024 году",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,7,3,7,10,1,1,1,1,3,False
LSNGP,Рюмин Андрей Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Генеральный директор, Председатель Правления ПАО ""Россети""",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,14,14,14,14,1,1,1,1,8,False
LSRG,Волчецкая Галина Александровна,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; исполнительный директор и член Правления ""Группы ЛСР""",0,0,0,1,0,0,0,0,1,0,0.0,0,1,1,0.0,0,29,29,29,50,1,1,1,1,25,False
LSRG,Игнатенко Виталий Никитич,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,80,1,1,1,1,4,False
LSRG,Кудимов Юрий Александрович,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,3,3,3,33,1,1,1,1,3,False
LSRG,Кутузов Дмитрий Владимирович,"Генеральный директор, председатель Правления, член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,36,36,36,36,1,1,1,0,36,True
LSRG,Левит Игорь Михайлович,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; первый заместитель генерального директора и член Правления ""Группы ЛСР""",0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,34,34,34,52,1,1,1,1,34,False
LSRG,Молчанов Егор Андреевич,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; первый заместитель генерального директора по экономике и внешнеэкономической деятельности, член Правления",0,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0,17,17,17,18,1,1,1,1,9,False
LSRG,Осипов Юрий Сергеевич,"Председатель Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,0,0.0,0,1,56,0.0,0,5,5,5,86,1,1,1,1,5,False
LSRG,Шадрина Любовь Викторовна,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; руководитель Представительства ""Группы ЛСР"" в Москве",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,34,34,34,40,1,1,1,1,16,False
LSRG,Яковлев Владимир Анатольевич,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,96,1,1,1,1,1,False
MAGN,Еремин Андрей Анатольевич,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,1,0,0,0,1,0.0,0,0,0,0.0,0,6,6,6,11,1,1,1,1,6,False
MAGN,Исмаилов Рашид Рустам оглы,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,13,1,1,1,1,4,False
MAGN,Марцинович Валерий Ярославович,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,1,0,0,1,0.0,0,0,0,0.0,0,3,3,3,12,1,1,1,1,3,False
MAGN,Морган Ральф Таваколян,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,1,0,1,1,0.0,0,0,0,0.0,0,2,2,2,14,1,1,1,1,2,False
MAGN,Наумова Ольга Валерьевна,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,12,12,12,49,1,1,1,1,4,False
MAGN,Осеевский Михаил Эдуардович,"Член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,4,4,4,11,1,1,1,1,4,False
MAGN,Рашников Виктор Филиппович,"Председатель Совета директоров ПАО ""ММК""; член Совета директоров по CSV",0,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0.0,0,13,13,13,35,1,1,1,1,13,False
MAGN,Рашникова Ольга Викторовна,"Член Совета директоров ПАО ""ММК""",0,1,0,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,14,14,14,24,1,1,1,1,14,False
MAGN,Ушаков Сергей Николаевич,"Член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0.0,0,17,17,17,17,1,1,1,0,17,False
MAGN,Шиляев Павел Владимирович,"Генеральный директор, член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,1,0,0,0,0.0,0,1,1,0.0,0,4,4,4,13,1,1,1,1,4,True
MBNK,Иссопов Эдуард Александрович,"Председатель Правления ПАО ""МТС-Банк"" с 3 декабря 2024 года",0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,41,41,41,41,1,1,1,1,13,True
MDMG,Калугин Сергей Борисович,Член Совета директоров; старший независимый директор; председатель Комитета по вознаграждениям,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,3,3,3,10,1,1,1,1,3,False
MDMG,Кудимов Юрий Александрович,Член Совета директоров; независимый директор; член Комитета по кадрам,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,2,2,2,23,1,1,1,1,2,False
MDMG,Курцер Марк Аркадьевич,"Генеральный директор; член Совета директоров, исполнительный директор",0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,6.0,0,19,19,19,39,1,1,1,1,0,True
MDMG,Лукина Татьяна Борисовна,Член Совета директоров; независимый директор; председатель Комитета по аудиту,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,4,4,4,17,1,1,1,1,4,False
MDMG,Меклер Владимир Александрович,Председатель Совета директоров; независимый директор; председатель Комитета по кадрам,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,10,10,10,46,1,1,1,1,10,False
MDMG,Устименко Виталий Александрович,Член Совета директоров; независимый директор; член Комитета по аудиту,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,13,13,13,13,1,1,1,1,0,False
MGNT,Андрей Юрьевич Бодров,Директор по стратегии и инвестициям; член Правления ПАО «Магнит»,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,1,0,False
MGNT,Анна Николаевна Боброва,Директор по персоналу АО «Тандер»; член Правления и Совета директоров ПАО «Магнит»,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,22,22,22,33,1,1,1,1,6,False
MGNT,Анна Юрьевна Мелешина,Управляющий директор; член Правления; член Совета директоров ПАО «Магнит»,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,28,13,13,28,1,1,1,1,8,False
MGNT,Дмитрий Анатольевич Иванов,Главный финансовый директор АО «Тандер»; член Правления ПАО «Магнит»,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,1,2,False
MGNT,Евгений Сергеевич Случевский,Генеральный директор ПАО «Магнит»,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,12,4,4,18,1,1,1,1,4,True
MGNT,Илья Игоревич Соколов,Член Совета директоров ПАО «Магнит»; советник по корпоративным вопросам,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,8,8,8,1,1,1,0,8,False
MGNT,Маргарита Викторовна Витихович,Член Совета директоров ПАО «Магнит»,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,19,19,19,19,1,1,1,1,1,False
MGNT,Наталья Анатольевна Дуличенко,Член Совета директоров ПАО «Магнит»; директор по юридической работе и корпоративному управлению АО «Тандер»,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,4,4,4,9,1,1,1,1,2,False
MGNT,Сергей Юрьевич Буйлов,Член Совета директоров ПАО «Магнит»; генеральный директор ООО «Магнит Фарма»,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,27,4,4,27,1,1,1,1,1,False
MGNT,Юрий Мисник,Директор по цифровым технологиям; член Правления ПАО «Магнит»,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,4,4,4,18,1,1,1,1,4,False
MGTSP,Александр Сергеевич Дмитриев,Член Совета директоров ПАО МГТС,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,3,3,3,30,1,1,1,1,1,False
MGTSP,Альберт Тимурович Гильманов,Генеральный директор ПАО МГТС,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,22,22,22,31,1,1,1,1,4,True
MGTSP,Виктор Леонидович Белов,Член Совета директоров ПАО МГТС,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,23,23,23,34,1,1,1,1,2,False
MGTSP,Дмитрий Николаевич Рылов,Член Совета директоров ПАО МГТС,0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,26,26,26,26,1,1,1,1,1,False
MGTSP,Инеса Галактионова,Член Совета директоров ПАО МГТС,0,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0.0,0,13,13,13,20,1,1,1,1,6,False
MGTSP,Ирина Владимировна Карева,Финансовый директор ПАО МГТС,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0,0.0,0,25,25,25,25,1,1,1,1,11,False
MGTSP,Лариса Владимировна Бодягина,Член Совета директоров ПАО МГТС,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,6,6,6,22,1,1,1,1,3,False
MGTSP,Роман Валерьевич Райков,Член Совета директоров ПАО МГТС,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,0,1,False
MOEX,Aleksandr Mikhailovich Kamenskiy,Corporate Secretary / директор Департамента корпоративного управления ПАО Московская Биржа.,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,14,12,12,16,1,1,1,1,12,False
MOEX,Aleksandr Vadimovich Izosimov,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,8,8,8,30,1,1,1,1,8,False
MOEX,Andrei Selyuk,"CSV-listed Director of Finance/CFO; действующая роль CFO в 2024 году не подтверждена, так как официальные материалы 2024 года называют финансовым директором Михаила Панфилова.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,29,1,1,1,1,2,False
MOEX,Andrey Burilov,Chief Tech/Sci/R&D Officer / старший управляющий директор по IT Московской биржи.,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,22,14,14,28,1,1,1,1,5,False
MOEX,Anton Vladimirovich Terentiev,Investor Relations Contact / директор по связям с инвесторами Московской биржи.,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,8,8,8,1,1,1,0,8,False
MOEX,Bella Zlatkis,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,33,14,14,47,1,1,1,1,14,False
MOEX,Dmitry Shcheglov,Chief Operating Officer / управляющий директор по операционной деятельности Московской биржи.,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0.0,0,28,28,28,28,1,1,1,0,14,False
MOEX,Olga Vyacheslavovna Melentyeva,"Comptroller/Controller/Auditor; в раскрытии эмитента подтверждена связь с ПАО Московская Биржа, детальная биография основана на вторичных источниках.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
MOEX,Paul Anne F Bodart,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,0,1,1,1,0,0,1,0.0,0,1,7,0.0,0,30,23,23,30,1,1,1,1,6,False
MOEX,Ramón Morales Adarraga,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,44,44,44,44,1,1,1,1,5,False
MOEX,Sergey Anatolyevich Shvetsov,Chairman / председатель Наблюдательного совета Московской биржи.,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,3,3,3,33,1,1,1,1,3,False
MOEX,Sergey Lykov,Director/Board Member / член или заместитель председателя Наблюдательного совета Московской биржи по вторичным roster-источникам.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,27,22,22,27,1,1,1,1,22,False
MOEX,Valery Pavlovich Goreglyad,Director/Board Member / член Наблюдательного совета Московской биржи; Chief Auditor of the Bank of Russia.,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,12,12,12,24,1,1,1,0,12,False
MOEX,Yuriy Denisov,"Chief Executive Officer / председатель правления ПАО Московская Биржа в части 2024 года; полномочия досрочно прекращены 30.09.2024, после чего биржу возглавил Виктор Жидков, не включенный в CSV.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,37,11,11,37,1,1,1,1,8,True
MRKC,Алёшин Артём Геннадьевич,"CSV: Director of Finance/CFO. В 2024 году до 01.08.2024 был членом Правления ПАО ""Россети Центр""; с 08.2024 заместитель Генерального директора по экономике и финансам ПАО ""Россети"".",0,0,1,0,0,0,0,0,1,1,0.0,0,0,0,0.0,0,28,28,28,28,1,1,1,1,11,False
MRKC,Варварин Александр Викторович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,7,7,7,14,1,1,1,1,7,False
MRKC,Головцов Александр Викторович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,1,6,False
