scenario,media_score,awards_score,expertise_score,face_score,communication_score,family,varied_component,target_weight
819,0.12859950110288682,0.13502949571141254,0.2912102547940406,0.21272210857378343,0.23243863981787677,dirichlet_10,,
820,0.19278683669476776,0.21461106909644556,0.22085117409339128,0.1898100593830131,0.1819408607323823,dirichlet_10,,
821,0.24018021264679368,0.12174656711758784,0.24550138339649355,0.2525374264636307,0.1400344103754943,dirichlet_10,,
822,0.17236127506138524,0.22140708777158233,0.16884466238805287,0.2706684515890517,0.166718523189928,dirichlet_10,,
823,0.2816133853492553,0.20142603530242817,0.2056488565538473,0.2162198023426107,0.09509192045185842,dirichlet_10,,
824,0.21260027735074316,0.17484836817004035,0.21965447109872926,0.12576469863665918,0.26713218474382805,dirichlet_10,,
825,0.1965360436879081,0.15776586770589746,0.2566855029337429,0.19213598618416566,0.19687659948828562,dirichlet_10,,
826,0.18693266204028672,0.18138655091048947,0.25878881915887486,0.1826610406015314,0.19023092728881744,dirichlet_10,,
827,0.2040338070821106,0.23507236130640158,0.17003530422238522,0.19139283019795533,0.19946569719114737,dirichlet_10,,
828,0.16981916239059436,0.30009008959777783,0.11324639615267784,0.20387745994390064,0.21296689191504928,dirichlet_10,,
829,0.22963738334209033,0.19172004596547934,0.17327578771137586,0.1786986102967663,0.22666817268428813,dirichlet_10,,
830,0.18339849519635035,0.23391423300005423,0.1990834391482852,0.10177223893092001,0.28183159372439026,dirichlet_10,,
831,0.18216416077477576,0.24470299006621923,0.1703284902791115,0.14899031213846753,0.2538140467414259,dirichlet_10,,
832,0.21695228020056737,0.10612075154536055,0.1268667545309048,0.351798100068885,0.19826211365428223,dirichlet_10,,
833,0.19808106880166634,0.35914983036996057,0.1047104611647283,0.24218160205206232,0.09587703761158256,dirichlet_10,,
834,0.20071699656372066,0.13575527083691147,0.2771200700896855,0.17880591055675626,0.20760175195292618,dirichlet_10,,
835,0.1337593274989657,0.22424389657437963,0.26799578162301696,0.19723241063954558,0.17676858366409218,dirichlet_10,,
836,0.131342775875382,0.30272070641297016,0.19005558439398382,0.24382770738494283,0.13205322593272126,dirichlet_10,,
837,0.15719675031450261,0.19094534954643066,0.15163724993057642,0.2421229568880427,0.2580976933204477,dirichlet_10,,
838,0.18780327182769407,0.15259189909166823,0.17349326030513165,0.179768599715602,0.30634296905990416,dirichlet_10,,
839,0.17220012571622542,0.14152696839135237,0.3059129980815838,0.20853873803070502,0.17182116978013337,dirichlet_10,,
840,0.13533583052203266,0.11524865169357902,0.17650955127733617,0.2559379341954463,0.31696803231160575,dirichlet_10,,
841,0.2332960619356462,0.23289733150427536,0.13876240389509933,0.2702421992052098,0.1248020034597691,dirichlet_10,,
842,0.24901027440996482,0.1410212017498739,0.21810711142544462,0.2807010185336583,0.11116039388105836,dirichlet_10,,
843,0.16272174728768218,0.2662668167088689,0.270117597097657,0.12793603044251753,0.17295780846327433,dirichlet_10,,
844,0.19484359820404215,0.12750881525112423,0.2190871046439832,0.13436417867820075,0.3241963032226496,dirichlet_10,,
845,0.23429285270908132,0.31597021705095907,0.17479112035265526,0.09670740358697529,0.17823840630032903,dirichlet_10,,
846,0.19385806359336769,0.15871318010867358,0.2482871788288985,0.23662191564307386,0.1625196618259864,dirichlet_10,,
847,0.12015829793553591,0.24302044229889722,0.28614107062745897,0.1462276949262078,0.20445249421190012,dirichlet_10,,
848,0.1522226300470621,0.20602752495815171,0.1979587674120594,0.27691590361308277,0.16687517396964402,dirichlet_10,,
849,0.2123902573173406,0.12174892091178338,0.36094103142005085,0.1387073138341703,0.1662124765166549,dirichlet_10,,
850,0.3273333217634549,0.2422324735175147,0.18228977017737946,0.12903615960243647,0.1191082749392144,dirichlet_10,,
851,0.23037587872834323,0.15652608368855936,0.16126632965439283,0.2526311184464413,0.19920058948226327,dirichlet_10,,
852,0.1658999918339721,0.1620844926738693,0.1333101236186507,0.23402033861338506,0.3046850532601228,dirichlet_10,,
853,0.18779453310307392,0.15898384572075389,0.1958622276979244,0.13641512113656512,0.32094427234168266,dirichlet_10,,
854,0.22392446865479926,0.16414651078116257,0.21548208676838485,0.25770086774217327,0.1387460660534802,dirichlet_10,,
855,0.17637178777821622,0.22578132712391724,0.10942087931807928,0.34504596965232837,0.14338003612745895,dirichlet_10,,
856,0.14652572201612934,0.2399561200435848,0.14622849825271522,0.26482634870169347,0.20246331098587725,dirichlet_10,,
857,0.15272061554809832,0.24651619957012688,0.2613591996986302,0.2099986372183971,0.12940534796474748,dirichlet_10,,
858,0.20817029543003018,0.21556229526240345,0.16293080464517767,0.23669899046031162,0.17663761420207696,dirichlet_10,,
859,0.2509793115103145,0.14491158374280227,0.1566395526520829,0.33637459699590105,0.11109495509889927,dirichlet_10,,
860,0.0890307172815294,0.21064787018254427,0.28236437243887835,0.2638015303263779,0.1541555097706702,dirichlet_10,,
861,0.2073953447874064,0.2050358226754926,0.21501096393650287,0.21187166882591055,0.16068619977468762,dirichlet_10,,
862,0.26450831447633355,0.2970471308070361,0.10685872325134266,0.13849633876437345,0.19308949270091444,dirichlet_10,,
863,0.28892803339699774,0.13862828177832498,0.2332881947705904,0.1281377055095486,0.21101778454453832,dirichlet_10,,
864,0.21740989126613253,0.14822008717166743,0.18437694855859793,0.15428023803802746,0.29571283496557466,dirichlet_10,,
865,0.1647938947213341,0.247239765607806,0.26422940804964273,0.19642030233092483,0.12731662929029233,dirichlet_10,,
866,0.2095618703542537,0.18660913733118029,0.11302833323986838,0.1820832737561897,0.308717385318508,dirichlet_10,,
867,0.314887799456157,0.20191073915494975,0.14328352401815184,0.12545234545614545,0.21446559191459594,dirichlet_10,,
868,0.26187983978754104,0.19823663978721323,0.12499311790825941,0.14383790494327298,0.2710524975737135,dirichlet_10,,
869,0.36521554001112616,0.20138756555276097,0.22996960963815966,0.08765202949249735,0.1157752553054559,dirichlet_10,,
870,0.1445941115264803,0.24512357226427925,0.10563230394812849,0.20456433584006598,0.30008567642104605,dirichlet_10,,
871,0.19005681715755698,0.2245715418409279,0.1974622927417731,0.18781695577948818,0.2000923924802538,dirichlet_10,,
872,0.1163125465822728,0.22805416874288736,0.24407854293487716,0.2383839991240966,0.17317074261586612,dirichlet_10,,
873,0.17857696366844045,0.1883388380726954,0.22049560275680613,0.2729753624622767,0.13961323303978124,dirichlet_10,,
874,0.18943058465935378,0.24040398984369654,0.1531682196848336,0.23381912858634474,0.18317807722577142,dirichlet_10,,
875,0.184311311995257,0.162296945549428,0.20200892824093694,0.2113975126321347,0.2399853015822432,dirichlet_10,,
876,0.17164699699435523,0.14838630966299166,0.10631338425820104,0.32242613186824925,0.2512271772162028,dirichlet_10,,
877,0.18578278917036364,0.17379582145248879,0.263016559247933,0.1676287753331881,0.2097760547960265,dirichlet_10,,
878,0.09156316849001472,0.17330662699188293,0.28161361648407823,0.2512236103852209,0.20229297764880316,dirichlet_10,,
879,0.2354519712603425,0.24379943099689022,0.14349963028677679,0.22556322630872772,0.15168574114726266,dirichlet_10,,
880,0.13124269796293425,0.1724463244278564,0.2555421846870805,0.20825354798843929,0.23251524493368955,dirichlet_10,,
881,0.15226838181598573,0.13618951647922975,0.26662076205697516,0.18776700766090743,0.2571543319869021,dirichlet_10,,
882,0.254333073277952,0.18635788673455833,0.32955988970403904,0.11242106483976771,0.11732808544368277,dirichlet_10,,
883,0.1388998585163062,0.2060610871564825,0.2194202707300066,0.28709498917656695,0.14852379442063787,dirichlet_10,,
884,0.22225560237924571,0.29800325779404085,0.1737348638284512,0.11979389262647652,0.18621238337178564,dirichlet_10,,
885,0.16261325895383644,0.1065760162875029,0.22102358662476254,0.35142748593542805,0.15835965219847004,dirichlet_10,,
886,0.23627264850014393,0.15609454659924,0.22791141881332452,0.2524651397129527,0.12725624637433885,dirichlet_10,,
887,0.23742688623031372,0.22652886995048332,0.1527944051945266,0.16303240168307956,0.22021743694159696,dirichlet_10,,
888,0.2208501048173987,0.28844499090340325,0.15723413138124456,0.15737455491634958,0.17609621798160405,dirichlet_10,,
889,0.1388992695050418,0.12864153356186891,0.35732292192421516,0.1884273586427252,0.18670891636614897,dirichlet_10,,
890,0.10733183595989687,0.23865322391534052,0.20629836910862,0.24253327180454184,0.20518329921160086,dirichlet_10,,
891,0.19405798916164654,0.2346246873933172,0.2529961206544481,0.17615215026044698,0.14216905253014123,dirichlet_10,,
892,0.15835195964254414,0.13700804032546812,0.18684652851606867,0.1672263278844982,0.3505671436314208,dirichlet_10,,
893,0.19734121935764207,0.17395867151332817,0.2150693540042124,0.15900494240262272,0.2546258127221946,dirichlet_10,,
894,0.22616068578807244,0.1302044379489251,0.28284187841988645,0.2036727306577255,0.15712026718539057,dirichlet_10,,
895,0.20258934918553803,0.09950548990132506,0.1839913726235136,0.2200806201486906,0.29383316814093263,dirichlet_10,,
896,0.06108963168822609,0.17634962239633273,0.20278762439282455,0.23422801743847338,0.3255451040841434,dirichlet_10,,
897,0.17510386098417402,0.252000525655722,0.14566818008111865,0.26131042064079707,0.1659170126381884,dirichlet_10,,
898,0.15254689668066546,0.30621637932088447,0.21487129971657273,0.15718675950386796,0.16917866477800952,dirichlet_10,,
899,0.2576198807534011,0.1503526388757637,0.1977913945911616,0.16314964001403973,0.23108644576563378,dirichlet_10,,
900,0.1424162306763284,0.18465175363480593,0.25169333296077795,0.1546537437406138,0.2665849389874741,dirichlet_10,,
901,0.29527763475850577,0.18991921086078425,0.13881428207910573,0.14691602246307717,0.22907284983852716,dirichlet_10,,
902,0.1440103892345357,0.20198409117072577,0.18818226065956437,0.18304173298262236,0.28278152595255185,dirichlet_10,,
903,0.11709672611229298,0.3132296593316083,0.2299829508064855,0.22808514603040878,0.11160551771920445,dirichlet_10,,
904,0.21257910926523427,0.12889369147236235,0.18433739435570226,0.25234533659102276,0.2218444683156782,dirichlet_10,,
905,0.12952460821556885,0.2783517436025098,0.27333215397722155,0.13544971240785522,0.18334178179684452,dirichlet_10,,
906,0.2503151541825904,0.1088462314238702,0.20443606156719624,0.1647077371918883,0.2716948156344548,dirichlet_10,,
907,0.21315489283296646,0.14704067498082063,0.13813975271836648,0.285483966948236,0.21618071251961027,dirichlet_10,,
908,0.28867043308631934,0.18955055959482678,0.13786010804113152,0.1881915568451433,0.195727342432579,dirichlet_10,,
909,0.18383922806469066,0.2109971138163503,0.15054114977607674,0.3132462498721704,0.14137625847071178,dirichlet_10,,
910,0.23134397339023366,0.19216794855339023,0.14970394956640348,0.24809226142399562,0.17869186706597698,dirichlet_10,,
911,0.15742367031398,0.21642552639355597,0.15483958469246942,0.28210482995890157,0.18920638864109313,dirichlet_10,,
912,0.15005881239659027,0.11168137050966774,0.23346558876943374,0.2919571221443266,0.2128371061799817,dirichlet_10,,
913,0.11466367400357111,0.19674552265039452,0.12088227933711067,0.3545309576349471,0.21317756637397645,dirichlet_10,,
914,0.22102070964043855,0.1930351847764736,0.19399040409342855,0.1905830574761746,0.20137064401348487,dirichlet_10,,
915,0.10638798929735523,0.142533704571336,0.20379432160931021,0.2390232639974314,0.30826072052456716,dirichlet_10,,
916,0.09745632721934705,0.25630128065625374,0.2587261465897837,0.21022913852962802,0.1772871070049876,dirichlet_10,,
917,0.16965657800331554,0.1795675057806512,0.26688933445854585,0.14475833824499687,0.2391282435124907,dirichlet_10,,
918,0.1663900890266997,0.26787217924707724,0.15226910125156307,0.29548551192522415,0.11798311854943574,dirichlet_10,,
919,0.23900295041610314,0.11261889677987093,0.28867673258548354,0.19737205006508846,0.16232937015345386,dirichlet_10,,
920,0.2452587201814819,0.28137913890629024,0.11352732692348808,0.12475566276637995,0.2350791512223599,dirichlet_10,,
921,0.1889993768105457,0.2084112572570301,0.1930696485121733,0.1680614630648453,0.24145825435540558,dirichlet_10,,
922,0.2542493724935471,0.28754841679239457,0.14710310824574166,0.18300445686380104,0.12809464560451547,dirichlet_10,,
923,0.28830446657690384,0.13578612456468303,0.2817532557273839,0.133083177441532,0.16107297568949713,dirichlet_10,,
924,0.19840064215787825,0.13234613454661856,0.22819805248803002,0.20918798552151913,0.23186718528595396,dirichlet_10,,
925,0.24250828250690817,0.24033609374999307,0.095054679672665,0.25449694590472693,0.16760399816570687,dirichlet_10,,
926,0.22988571768218302,0.1429371833067451,0.23600851316780283,0.14067755108834157,0.2504910347549274,dirichlet_10,,
927,0.32209038237153237,0.19861504250517384,0.1633675449083798,0.13358649938954087,0.18234053082537305,dirichlet_10,,
928,0.2551306499904109,0.15283224118009736,0.2049449255997622,0.1511994653124781,0.23589271791725142,dirichlet_10,,
929,0.2793360084869077,0.1369979933390078,0.2166812487609592,0.14490177668939647,0.22208297272372882,dirichlet_10,,
930,0.21512599766079227,0.09850345067842711,0.18836828817748688,0.17876092236362712,0.3192413411196667,dirichlet_10,,
931,0.19869826486907832,0.29253599521155704,0.21310977703449113,0.1440667091816442,0.15158925370322923,dirichlet_10,,
932,0.1338152110606002,0.28224776671328944,0.1704142943497478,0.1525283535860251,0.26099437429033745,dirichlet_10,,
933,0.2831486183316315,0.1227896692116988,0.21380855845615926,0.16885363950385346,0.21139951449665687,dirichlet_10,,
934,0.19376481119652994,0.18517794261549314,0.24944899647287197,0.24333559056158213,0.128272659153523,dirichlet_10,,
935,0.15462557740066576,0.14532700087248074,0.28926900298060687,0.23657916425160297,0.1741992544946436,dirichlet_10,,
936,0.23371881958720073,0.1606954295318188,0.21823482026365373,0.1843115456639621,0.20303938495336452,dirichlet_10,,
937,0.08075990703683823,0.20114345670494913,0.25753875929280234,0.18949934186647333,0.27105853509893707,dirichlet_10,,
938,0.3094837996069679,0.23376411200374342,0.1609905576147959,0.19178261027744514,0.10397892049704754,dirichlet_10,,
939,0.19811561188366977,0.10736193123184422,0.1830507684183313,0.3462990759857503,0.1651726124804042,dirichlet_10,,
940,0.17263888947812872,0.2307692190582866,0.23921795797838522,0.24334523114834283,0.11402870233685665,dirichlet_10,,
941,0.2300117014685529,0.168880583459834,0.22537532183384973,0.18419785835441063,0.19153453488335262,dirichlet_10,,
942,0.18833216910590844,0.2947556470757241,0.2144607781762326,0.15373921570494692,0.14871218993718796,dirichlet_10,,
943,0.17441060366556307,0.15007803739718426,0.18560531830337912,0.17530570863394687,0.3146003319999269,dirichlet_10,,
944,0.294238664354211,0.1648746506594564,0.14685187319545465,0.24938062884641013,0.144654182944468,dirichlet_10,,
945,0.15206856657546072,0.3026539830805942,0.19946439505529237,0.1873281237764081,0.15848493151224463,dirichlet_10,,
946,0.3271512735173687,0.22912880242330466,0.08315032059774995,0.23631995016648558,0.12424965329509105,dirichlet_10,,
947,0.2844474749706476,0.14080132042975865,0.23438276895417373,0.10116326323005123,0.23920517241536868,dirichlet_10,,
948,0.2283103679032575,0.1739726203192255,0.18363408697437428,0.1322792240027994,0.2818037008003433,dirichlet_10,,
949,0.14577113615517734,0.2222804491533152,0.25768323074999966,0.23589979586013815,0.13836538808136964,dirichlet_10,,
950,0.17002917482586344,0.3284064345260852,0.20987813971850683,0.13955983915660305,0.15212641177294145,dirichlet_10,,
951,0.1137119230269878,0.2903022125685843,0.1870145330212208,0.17735766281017712,0.23161366857302995,dirichlet_10,,
952,0.17748580672421715,0.13719978036062244,0.3262817993866967,0.13976657212328703,0.2192660414051766,dirichlet_10,,
953,0.15372342699356942,0.10528144821531607,0.3063511162753027,0.1900869379738911,0.24455707054192066,dirichlet_10,,
954,0.2429630716921128,0.07304992827597794,0.27435437591586054,0.1869499724576832,0.22268265165836543,dirichlet_10,,
955,0.1362144276405907,0.25899500862406377,0.15291686386641276,0.18937273794513138,0.26250096192380135,dirichlet_10,,
956,0.1898321549444172,0.40250729412804565,0.07261925276898311,0.15004836292213597,0.18499293523641808,dirichlet_10,,
957,0.1281824660256719,0.24223039694559342,0.2991417390584043,0.17552012038749215,0.15492527758283825,dirichlet_10,,
958,0.24301534268334926,0.2011538067011395,0.2046203812472724,0.21449081951633764,0.13671964985190105,dirichlet_10,,
959,0.12705273483852883,0.11356276440578884,0.3371525510019729,0.26305683768415705,0.15917511206955254,dirichlet_10,,
960,0.3000116279018691,0.16519199389266753,0.17367521528540092,0.19503749275951732,0.1660836701605451,dirichlet_10,,
961,0.12278980776998384,0.13409933785716352,0.16012603096626055,0.2500592313779569,0.33292559202863525,dirichlet_10,,
962,0.19195797057700434,0.17751971593463467,0.14406233442791103,0.22263630362214418,0.26382367543830576,dirichlet_10,,
963,0.2738375119289671,0.19277734250532888,0.20687931510247334,0.1471905434715802,0.17931528699165053,dirichlet_10,,
964,0.19971653955992788,0.1306095916087801,0.21460679468835503,0.15566016030911486,0.2994069138338222,dirichlet_10,,
965,0.18574063328963258,0.16101981171626847,0.21291221749931344,0.2028864717974309,0.23744086569735445,dirichlet_10,,
966,0.09064555989024513,0.08135635041431942,0.4388467645436689,0.16085942217478258,0.22829190297698385,dirichlet_10,,
967,0.11582000897955409,0.11728861459448776,0.1619544651239061,0.24945546019892953,0.3554814511031225,dirichlet_10,,
968,0.11924825660160626,0.353697651848288,0.18771240648410004,0.13991490963691347,0.19942677542909218,dirichlet_10,,
969,0.20288150451012135,0.20465145301195103,0.17550927184557347,0.30426560127660063,0.11269216935575348,dirichlet_10,,
970,0.18427455654140482,0.242253978458308,0.25264752921673067,0.21998559194057118,0.10083834384298535,dirichlet_10,,
971,0.2912393515119709,0.14075691139215007,0.1641049818505359,0.20348142248899176,0.2004173327563515,dirichlet_10,,
972,0.2183536565434168,0.18409769510089016,0.13713988545596398,0.22232691540343097,0.23808184749629813,dirichlet_10,,
973,0.23235365021814317,0.15339419375741095,0.07951894750172997,0.24952585633032212,0.2852073521923938,dirichlet_10,,
974,0.18053464939124042,0.1788720199063926,0.24758830135142318,0.2014060758189387,0.19159895353200507,dirichlet_10,,
975,0.21361417774393573,0.1765146740592115,0.07511829742971078,0.3547558516798554,0.17999699908728645,dirichlet_10,,
976,0.30119458642465785,0.20388451726256204,0.1806969582744834,0.12933359936182262,0.1848903386764741,dirichlet_10,,
977,0.1787760493418396,0.17248139234941315,0.18873079651577898,0.2576643343452849,0.2023474274476833,dirichlet_10,,
978,0.1449748762605713,0.20699205391486486,0.2626511182611635,0.19297552016209946,0.19240643140130084,dirichlet_10,,
979,0.22477238357389107,0.22323826687268053,0.19977380549175283,0.16460301675294745,0.1876125273087283,dirichlet_10,,
980,0.21219359976743274,0.18926530619305307,0.11446325333693086,0.26363330673805146,0.22044453396453195,dirichlet_10,,
981,0.35082394431866515,0.15843070028439948,0.1378672161688639,0.1998848135963375,0.15299332563173404,dirichlet_10,,
982,0.1919472315415742,0.2282519505663115,0.11517017545940395,0.27333524941017856,0.19129539302253176,dirichlet_10,,
983,0.17226129786069033,0.14422727590892614,0.14779618083059465,0.21770182796366525,0.31801341743612355,dirichlet_10,,
984,0.2233591381512856,0.11437509270218633,0.20187070611190983,0.15565427623935763,0.3047407867952606,dirichlet_10,,
985,0.2432899285007231,0.14079062139728896,0.30889701297950123,0.1405475907097678,0.16647484641271879,dirichlet_10,,
986,0.27224301791031574,0.2456524209089801,0.1452619313599892,0.13687658657599586,0.19996604324471925,dirichlet_10,,
987,0.2373585495524554,0.12196334319108477,0.10984537702417088,0.2659237239742666,0.2649090062580224,dirichlet_10,,
988,0.161541926893546,0.2011819661062847,0.23344269905746728,0.12584897663900427,0.27798443130369765,dirichlet_10,,
989,0.20696290150692384,0.18783777981712568,0.11617107377576377,0.23064695239207977,0.25838129250810704,dirichlet_10,,
990,0.13257821595148012,0.15961432522204727,0.2463595657492632,0.22845487764360686,0.23299301543360257,dirichlet_10,,
991,0.18872391800133675,0.12888887412348424,0.22352001302483585,0.25717504085700843,0.20169215399333462,dirichlet_10,,
992,0.21484186879466924,0.2794171394492093,0.1506459146345456,0.13687066163268702,0.21822441548888885,dirichlet_10,,
993,0.17103357306948658,0.15939930794526422,0.23351241206476733,0.2242163718143693,0.2118383351061126,dirichlet_10,,
994,0.08044465903104485,0.2459509043429737,0.2649507155330854,0.1901646800980218,0.21848904099487435,dirichlet_10,,
995,0.21483714297289772,0.1838389454105021,0.2093303415068213,0.1962540526963675,0.19573951741341147,dirichlet_10,,
996,0.2659786291386765,0.2564479591917426,0.12463193484101225,0.17113120846283383,0.18181026836573494,dirichlet_10,,
997,0.2325428075775279,0.2968080551229237,0.142733857856189,0.18126776090617927,0.14664751853718,dirichlet_10,,
998,0.22224222818233877,0.2323032528061407,0.16402034078198263,0.17979406952600158,0.20164010870353635,dirichlet_10,,
999,0.1386236471863201,0.17927591350244107,0.22402404090542366,0.18672627811510184,0.27135012029071315,dirichlet_10,,
1000,0.09145660237831237,0.026809655867362135,0.10872517236164528,0.4869366514865417,0.28607191790613834,dirichlet_1,,
1001,0.17823503030652382,0.16756509997100835,0.31135280574182195,0.20889086182197295,0.13395620215867296,dirichlet_1,,
1002,0.16370472413843662,0.03718962966771206,0.6130083899994613,0.03533415420130739,0.15076310199308265,dirichlet_1,,
1003,0.25343771133253384,0.4662159874336697,0.06945644701258319,0.02844515111753187,0.1824447031036814,dirichlet_1,,
1004,0.44674331983231425,0.06121453209266657,0.06068360174276821,0.3796521032097451,0.05170644312250597,dirichlet_1,,
1005,0.06051283060493067,0.34677545645389146,0.03969859192931637,0.16873254382617048,0.3842805771856911,dirichlet_1,,
1006,0.24421743383046787,0.23015716676367534,0.32923753353125934,0.10509571801659612,0.09129214785800134,dirichlet_1,,
1007,0.026644282696648917,0.07214557743425166,0.5172680515408843,0.28497255375062613,0.09896953457758904,dirichlet_1,,
1008,0.010906605102522796,0.15492923129145764,0.32149359309548853,0.041634015527704876,0.4710365549828262,dirichlet_1,,
1009,0.2885191465152816,0.530934812793102,0.03703242336351413,0.12600926430771386,0.017504353020388552,dirichlet_1,,
1010,0.4961206731100499,0.003883648705830157,0.4660318593957326,0.02097307012122686,0.012990748667160492,dirichlet_1,,
1011,0.1824417205830941,0.29833745363423125,0.2359769187413852,0.25213967308948626,0.03110423395180334,dirichlet_1,,
1012,0.2338187008668421,0.03532584894040013,0.03446230488182109,0.6298224787279083,0.06657066658302845,dirichlet_1,,
1013,0.6527177996957697,0.09839617731444159,0.09790359686097286,0.02045698996339748,0.13052543616541853,dirichlet_1,,
1014,0.32086499072252134,0.1731016248303823,0.1656160473591855,0.08347921187097393,0.256938125216937,dirichlet_1,,
1015,0.11081671559940358,0.47262316622427786,0.2817346630900875,0.08959521142506022,0.045230243661170885,dirichlet_1,,
1016,0.1080614110510848,0.25001169533070094,0.1942863177281152,0.3784111539131038,0.06922942197699525,dirichlet_1,,
1017,0.06811171623334811,0.0549364726745387,0.13013311763950824,0.45395491506298846,0.29286377838961647,dirichlet_1,,
1018,0.3216418649924581,0.19116458705552922,0.05972993091409158,0.18496018004554773,0.2425034369923733,dirichlet_1,,
1019,0.4198828603146579,0.0644933443569309,0.2374668160773692,0.24940006212689841,0.028756917124143737,dirichlet_1,,
1020,0.014555548794862486,0.5444670889160792,0.12209646590324881,0.15878941418491518,0.1600914822008944,dirichlet_1,,
1021,0.03303053028769421,0.21240871397668673,0.1508037538544138,0.18472764778744605,0.4190293540937592,dirichlet_1,,
1022,0.11749468441234298,0.0421328312029939,0.29485507837209785,0.09480650074274811,0.45071090526981705,dirichlet_1,,
1023,0.15254811190073314,0.16902778556544787,0.0775201918568935,0.41444368718952024,0.18646022348740515,dirichlet_1,,
1024,0.08734411699833851,0.3950542358115572,0.2491861612644376,0.1417975642157,0.12661792170996677,dirichlet_1,,
1025,0.02418676780411302,0.6024618167124531,0.050044805383267714,0.14930418683472907,0.174002423265437,dirichlet_1,,
1026,0.3250876138406553,0.32971814345265976,0.09819850428283437,0.10132123724116662,0.14567450118268382,dirichlet_1,,
1027,0.4471752984825103,0.08313469759380857,0.261270481860088,0.13647563522576792,0.07194388683782531,dirichlet_1,,
1028,0.10391190099436265,0.19065808814517934,0.1354035812239973,0.334813262567032,0.23521316706942866,dirichlet_1,,
1029,0.09048832270649461,0.01306585474112423,0.034876160446820376,0.0701949286566775,0.7913747334488834,dirichlet_1,,
1030,0.3023339639289044,0.039362623174360414,0.2152211565878855,0.09942742648142268,0.343654829827427,dirichlet_1,,
1031,0.2234839509434058,0.004760698163937732,0.17326192905075177,0.5903118053707709,0.008181616471133767,dirichlet_1,,
1032,0.1582989869992972,0.06061822099256516,0.3948639434171232,0.08098604851979392,0.30523280007122056,dirichlet_1,,
1033,0.14753354419008285,0.31347618237084557,0.35118870745325026,0.07410643940531592,0.11369512658050539,dirichlet_1,,
1034,0.02656342755062323,0.1908630610570106,0.42641091551242,0.00751688639614922,0.3486457094837971,dirichlet_1,,
1035,0.3889529203189785,0.1110299354965303,0.08175510225359169,0.17896919221918284,0.23929284971171672,dirichlet_1,,
1036,0.3676960260707527,0.3146449359874069,0.16204987524265083,0.10868642586796161,0.04692273683122795,dirichlet_1,,
1037,0.008889186344510414,0.20069623398463274,0.0920822652122535,0.06773654685541498,0.6305957676031884,dirichlet_1,,
1038,0.1045503710275415,0.15252370126316858,0.01685545165387201,0.2640551318248217,0.46201534423059626,dirichlet_1,,
1039,0.23755749170590024,0.01722118403088784,0.009235930156861291,0.4115412750745752,0.3244441190317755,dirichlet_1,,
1040,0.0915317217970617,0.1226913623935963,0.4892866369628204,0.23540838258714655,0.061081896259375004,dirichlet_1,,
1041,0.04562808610090028,0.13770822426118168,0.4995932404516326,0.23130990111245628,0.08576054807382913,dirichlet_1,,
1042,0.5541463768200097,0.046608863879607484,0.12949945944005878,0.1580546699211447,0.11169062993917941,dirichlet_1,,
1043,0.07703318508526705,0.521077561920724,0.2207795267999304,0.008271357531151213,0.17283836866292737,dirichlet_1,,
1044,0.021899825737888817,0.2667043557107876,0.6153844194812493,0.03983418346627489,0.056177215603799326,dirichlet_1,,
1045,0.17520201622929102,0.005724842205230377,0.21647322282983222,0.017502758552314878,0.5850971601833315,dirichlet_1,,
1046,0.44846078151159685,0.03198644902900393,0.013674441633021407,0.3502074477288343,0.1556708800975436,dirichlet_1,,
1047,0.19255510177404442,0.022597234051025608,0.15268930141538836,0.29614523773970286,0.3360131250198387,dirichlet_1,,
1048,0.22031650835461347,0.41685906502465303,0.03140306712327828,0.23850850659331704,0.09291285290413817,dirichlet_1,,
1049,0.33178405882594,0.05233781714267653,0.17106017529566242,0.4087566736755954,0.03606127506012559,dirichlet_1,,
1050,0.10116350498532477,0.011051210128712519,0.3019819370908924,0.2817479137948683,0.3040554340002021,dirichlet_1,,
1051,0.03426001634480086,0.2902918735047773,0.3576954462365839,0.24970001048351612,0.06805265343032187,dirichlet_1,,
1052,0.2777595137534408,0.053505609509880654,0.2489987872573211,0.10522934878058401,0.3145067406987733,dirichlet_1,,
1053,0.309771353963591,0.22363701184392937,0.10075957773635023,0.10136181247007987,0.2644702439860496,dirichlet_1,,
1054,0.7801473271749035,0.008207280952371089,0.009824959450539943,0.13563154967173205,0.06618888275045351,dirichlet_1,,
1055,0.34430782985494696,0.259549194969431,0.1134135009269009,0.22600377930367552,0.056725694945045535,dirichlet_1,,
1056,0.011345369368821441,0.03850283917796331,0.19322646886144393,0.1855806568469952,0.5713446657447762,dirichlet_1,,
1057,0.10523618415014736,0.3211630788638483,0.19780449764081406,0.23399864292105993,0.14179759642413037,dirichlet_1,,
1058,0.18650756499671317,0.11298619424511608,0.29908373549300266,0.039825019784421954,0.3615974854807462,dirichlet_1,,
1059,0.025700559601234508,0.2216068881675942,0.09795120709475855,0.05800206639295612,0.5967392787434567,dirichlet_1,,
1060,0.06879988990103006,0.079413282948914,0.01712697657919278,0.6437770297356472,0.19088282083521618,dirichlet_1,,
1061,0.15105540323218722,0.1044053423299286,0.4177340048834142,0.05559944187535587,0.2712058076791141,dirichlet_1,,
1062,0.4463667448182488,0.04087615639978234,0.09011933850243092,0.015095757202142115,0.40754200307739574,dirichlet_1,,
