ticker,name,kind,record,institution,qualification_degree,level_used,foreign_education
EUTR,Шемякин Борис Олегович,education,0,Серпуховское высшее военное командное училище им. Ленинского комсомола,Specialist degree,master,0
EUTR,Шемякин Борис Олегович,degrees,0,,Doctoral degree,doctoral,0
EUTR,Сафонов Олег Петрович,education,0,Государственная финансовая академия при Правительстве РФ,Specialist degree,master,0
EUTR,Сафонов Олег Петрович,education,1,Военный университет МО РФ,Doctoral degree,doctoral,0
EUTR,Сафонов Олег Петрович,degrees,0,,Doctoral degree,doctoral,0
EUTR,Сигова Мария Викторовна,education,0,Санкт-Петербургский государственный университет экономики и финансов,Specialist degree,master,0
EUTR,Сигова Мария Викторовна,degrees,0,,Doctoral degree,doctoral,0
EUTR,Сигова Мария Викторовна,degrees,1,,Doctoral degree,doctoral,0
EUTR,Хазин Андрей Леонидович,education,0,"Санкт-Петербургский институт внешнеэкономических связей, экономики и права",Specialist degree,master,0
EUTR,Хазин Андрей Леонидович,education,1,"Санкт-Петербургский институт внешнеэкономических связей, экономики и права",Specialist degree,master,0
EUTR,Хазин Андрей Леонидович,education,2,Российская академия государственной службы при Президенте РФ,Professional certification,,0
EUTR,Хазин Андрей Леонидович,degrees,0,,Doctoral degree,doctoral,0
EUTR,Хазин Андрей Леонидович,degrees,1,,,,0
EUTR,Депутатов Георгий Юрьевич,education,0,Российская экономическая академия им. Г.В. Плеханова,Specialist degree,master,0
FEES,Рюмин Андрей Валерьевич,education,0,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
FEES,Рюмин Андрей Валерьевич,degrees,0,Институт проблем рынка Российской академии наук,Doctoral degree,doctoral,0
FEES,Муров Андрей Евгеньевич,education,0,Санкт-Петербургский государственный университет,Specialist degree,master,0
FEES,Муров Андрей Евгеньевич,education,1,Межотраслевой институт повышения квалификации и переподготовки руководящих кадров,Professional certification,,0
FEES,Муров Андрей Евгеньевич,education,2,Санкт-Петербургский государственный университет гражданской авиации,Specialist degree,master,0
FEES,Муров Андрей Евгеньевич,degrees,0,Санкт-Петербургский государственный экономический университет,Doctoral degree,doctoral,0
FEES,Краинский Даниил Владимирович,education,0,Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),Specialist degree,master,0
FEES,Ляпунов Евгений Викторович,education,0,Ивановский государственный энергетический университет имени В.И. Ленина,Specialist degree,master,0
FEES,Мольский Алексей Валерьевич,education,0,Национальный исследовательский университет «МЭИ»,Specialist degree,master,0
FEES,Полинов Алексей Александрович,education,0,Национальный исследовательский Московский государственный строительный университет,Specialist degree,master,0
FEES,Полинов Алексей Александрович,degrees,0,,Doctoral degree,doctoral,0
FEES,Харитонов Владимир Вячеславович,education,0,Российский университет дружбы народов имени Патриса Лумумбы,Master's degree,master,0
FEES,Харитонов Владимир Вячеславович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,MBA,,0
FEES,Харитонов Владимир Вячеславович,degrees,0,Российский университет дружбы народов имени Патриса Лумумбы,Doctoral degree,doctoral,0
FEES,Новак Александр Валентинович,education,0,Норильский государственный индустриальный институт,Specialist degree,master,0
FEES,Новак Александр Валентинович,education,1,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
FEES,Макаров Владимир Александрович,education,0,Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),Specialist degree,master,0
FEES,Ульянов Антон Сергеевич,education,0,Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),Specialist degree,master,0
FEES,Ульянов Антон Сергеевич,education,1,"АНО ДПО ""Институт внутренних аудиторов""",Professional certification,,0
FESH,Иванов Петр Валерьевич,education,0,Финансовый университет при Правительстве Российской Федерации,Specialist degree,master,0
FESH,Иванов Петр Валерьевич,education,1,Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),Specialist degree,master,0
FESH,Иванов Петр Валерьевич,degrees,0,,Doctoral degree,doctoral,0
FESH,Плотников Юрий Олегович,education,0,Академия ФСБ России,Specialist degree,master,0
FESH,Плотников Юрий Олегович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Specialist degree,master,0
FIVE,Шехтерман Игорь Владимирович,education,0,Калининградский государственный технический университет,Bachelor's degree,bachelor,0
FIVE,Шехтерман Игорь Владимирович,education,1,Institute d'Administration des Enterprises,,,0
FIVE,Шехтерман Игорь Владимирович,education,2,Danish Management School,,,1
FIVE,Шехтерман Игорь Владимирович,degrees,0,Калининградский государственный технический университет,Bachelor's degree,bachelor,0
FIVE,Шехтерман Игорь Владимирович,degrees,1,Institute d'Administration des Enterprises,,,0
FIVE,Шехтерман Игорь Владимирович,degrees,2,Danish Management School,,,1
FIVE,Лобачева Екатерина Владимировна,education,0,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Specialist degree,master,0
FIVE,Лобачева Екатерина Владимировна,education,1,Российский экономический университет имени Г.В. Плеханова,Specialist degree,master,0
FIVE,Лобачева Екатерина Владимировна,education,2,IMD Business School,MBA,,1
FIVE,Лобачева Екатерина Владимировна,degrees,0,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Specialist degree,master,0
FIVE,Лобачева Екатерина Владимировна,degrees,1,Российский экономический университет имени Г.В. Плеханова,Specialist degree,master,0
FIVE,Лобачева Екатерина Владимировна,degrees,2,IMD Business School,MBA,,1
FIVE,Ворона Иван Николаевич,education,0,University of Maryland University College,Bachelor's degree,bachelor,1
FIVE,Ворона Иван Николаевич,education,1,Дальневосточный федеральный университет,Specialist degree,master,0
FIVE,Ворона Иван Николаевич,education,2,University of Chicago Booth School of Business,MBA,,1
FIVE,Ворона Иван Николаевич,degrees,0,University of Maryland University College,Bachelor's degree,bachelor,1
FIVE,Ворона Иван Николаевич,degrees,1,Дальневосточный федеральный университет,Specialist degree,master,0
FIVE,Ворона Иван Николаевич,degrees,2,University of Chicago Booth School of Business,MBA,,1
FIVE,Ворона Иван Николаевич,degrees,3,,Professional certification,,0
FIVE,Мурашкин Андрей Игоревич,education,0,Новгородский государственный университет имени Ярослава Мудрого,Specialist degree,master,0
FIVE,Мурашкин Андрей Игоревич,education,1,Новгородский государственный университет имени Ярослава Мудрого,Doctoral degree,doctoral,0
FIVE,Мурашкин Андрей Игоревич,degrees,0,Новгородский государственный университет имени Ярослава Мудрого,Specialist degree,master,0
FIVE,Мурашкин Андрей Игоревич,degrees,1,Новгородский государственный университет имени Ярослава Мудрого,Doctoral degree,doctoral,0
FIXP,Кирсанов Дмитрий Николаевич,education,0,The Open University,,,1
FIXP,Кирсанов Дмитрий Николаевич,education,1,International Business Academy,,,0
FIXP,Кирсанов Дмитрий Николаевич,education,2,Российский экономический университет имени Г.В. Плеханова,MBA,,0
FIXP,Кирсанов Дмитрий Николаевич,degrees,0,The Open University,,,1
FIXP,Погонин Владимир Петрович,education,0,Serpukhov Higher Military Engineering School of Missile Forces,Specialist degree,master,0
FIXP,Погонин Владимир Петрович,degrees,0,Serpukhov Higher Military Engineering School of Missile Forces,Specialist degree,master,0
FLOT,Тонковидов Игорь Васильевич,education,0,Одесский институт инженеров морского флота,Specialist degree,master,1
FLOT,Тонковидов Игорь Васильевич,education,1,University of London,Master's degree,master,1
FLOT,Тонковидов Игорь Васильевич,education,2,INSEAD,Executive education,,1
FLOT,Франк Сергей Оттович,education,0,Морской государственный университет имени адмирала Г.И. Невельского,Specialist degree,master,0
FLOT,Франк Сергей Оттович,education,1,Дальневосточный федеральный университет,Specialist degree,master,0
FLOT,Франк Сергей Оттович,education,2,Высшая коммерческая школа Министерства внешних экономических связей и торговли Российской Федерации,Professional certification,,0
FLOT,Франк Сергей Оттович,degrees,0,,Doctoral degree,doctoral,0
GAZP,Миллер Алексей Борисович,education,0,Санкт-Петербургский государственный экономический университет,Specialist degree,master,0
GAZP,Миллер Алексей Борисович,degrees,0,Санкт-Петербургский государственный экономический университет,Doctoral degree,doctoral,0
GAZP,Илюхина Елена Анатольевна,education,0,Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» имени В.И. Ульянова (Ленина),Specialist degree,master,0
GAZP,Илюхина Елена Анатольевна,education,1,Санкт-Петербургский государственный университет,Specialist degree,master,0
GAZP,Илюхина Елена Анатольевна,degrees,0,,Doctoral degree,doctoral,0
GAZP,Аксютин Олег Евгеньевич,education,0,Самарский национальный исследовательский университет имени академика С.П. Королёва,Specialist degree,master,0
GAZP,Аксютин Олег Евгеньевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Аксютин Олег Евгеньевич,degrees,1,,,,0
GAZP,Куприянов Сергей Владимирович,education,0,Московский физико-технический институт (национальный исследовательский университет),Specialist degree,master,0
GAZP,Путин Михаил Евгеньевич,education,0,Ивановский государственный медицинский институт им. А. С. Бубнова,Specialist degree,master,0
GAZP,Путин Михаил Евгеньевич,education,1,Государственный университет управления,Executive education,,0
GAZP,Путин Михаил Евгеньевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Россеев Михаил Николаевич,education,0,Национальный исследовательский Мордовский государственный университет имени Н.П. Огарёва,Specialist degree,master,0
GAZP,Садыгов Фамил Камиль оглы,education,0,Государственный университет управления,Specialist degree,master,0
GAZP,Садыгов Фамил Камиль оглы,degrees,0,Финансовый университет при Правительстве Российской Федерации,Doctoral degree,doctoral,0
GAZP,Хомяков Сергей Федорович,education,0,Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» имени В.И. Ульянова (Ленина),Specialist degree,master,0
GAZP,Хомяков Сергей Федорович,degrees,0,Санкт-Петербургский государственный экономический университет,Doctoral degree,doctoral,0
GAZP,Кузнец Сергей Иванович,education,0,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
GAZP,Марков Владимир Константинович,education,0,Рязанский радиотехнический институт,Specialist degree,master,0
GAZP,Марков Владимир Константинович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Executive education,,0
GAZP,Марков Владимир Константинович,education,2,Московская академия экономики и права,Doctoral degree,doctoral,0
GAZP,Марков Владимир Константинович,degrees,0,Московская академия экономики и права,Doctoral degree,doctoral,0
GAZP,Марков Владимир Константинович,degrees,1,,Doctoral degree,doctoral,0
GAZP,Меньшиков Сергей Николаевич,education,0,Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова,Specialist degree,master,0
GAZP,Меньшиков Сергей Николаевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Михаленко Вячеслав Александрович,education,0,Брянский институт транспортного машиностроения,Specialist degree,master,0
GAZP,Михаленко Вячеслав Александрович,degrees,0,,Doctoral degree,doctoral,0
GAZP,Симдякин Вадим Михайлович,education,0,Ярославский политехнический институт,Specialist degree,master,0
GAZP,Симдякин Вадим Михайлович,education,1,Финансовый университет при Правительстве Российской Федерации,Specialist degree,master,0
GAZP,Зубков Виктор Алексеевич,education,0,Ленинградский сельскохозяйственный институт,Specialist degree,master,0
GAZP,Зубков Виктор Алексеевич,degrees,0,Санкт-Петербургский горный университет императрицы Екатерины II,Doctoral degree,doctoral,0
GAZP,Зубков Виктор Алексеевич,degrees,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Doctoral degree,doctoral,0
GAZP,Мантуров Денис Валентинович,education,0,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
GAZP,Мантуров Денис Валентинович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,,,0
GAZP,Мантуров Денис Валентинович,degrees,0,Московский государственный университет имени М.В. Ломоносова,Doctoral degree,doctoral,0
GAZP,Мантуров Денис Валентинович,degrees,1,,Doctoral degree,doctoral,0
GAZP,Маркелов Виталий Анатольевич,education,0,Самарский национальный исследовательский университет имени академика С.П. Королёва,Specialist degree,master,0
GAZP,Маркелов Виталий Анатольевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Акимов Андрей Игоревич,education,0,Финансовый университет при Правительстве Российской Федерации,Specialist degree,master,0
GAZP,Мартынов Виктор Георгиевич,education,0,Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М. Губкина,Specialist degree,master,0
GAZP,Мартынов Виктор Георгиевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Мартынов Виктор Георгиевич,degrees,1,,Doctoral degree,doctoral,0
GAZP,Мартынов Виктор Георгиевич,degrees,2,,,,0
GAZP,Мартынов Виктор Георгиевич,degrees,3,,,,0
GAZP,Максимцев Игорь Анатольевич,education,0,Балтийский государственный технический университет «ВОЕНМЕХ» имени Д.Ф. Устинова,Specialist degree,master,0
GAZP,Максимцев Игорь Анатольевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Максимцев Игорь Анатольевич,degrees,1,,,,0
GAZP,Середа Михаил Леонидович,education,0,Санкт-Петербургский государственный экономический университет,Specialist degree,master,0
GAZP,Середа Михаил Леонидович,education,1,Международный институт менеджмента (IMISP),MBA,,0
GAZP,Новак Александр Валентинович,education,0,Норильский государственный индустриальный институт,Specialist degree,master,0
GAZP,Новак Александр Валентинович,education,1,Московский государственный университет имени М.В. Ломоносова,Executive education,,0
GAZP,Патрушев Дмитрий Николаевич,education,0,Государственный университет управления,Specialist degree,master,0
GAZP,Патрушев Дмитрий Николаевич,education,1,Дипломатическая академия Министерства иностранных дел Российской Федерации,Master's degree,master,0
GAZP,Патрушев Дмитрий Николаевич,education,2,Академия ФСБ России,,,0
GAZP,Патрушев Дмитрий Николаевич,degrees,0,,Doctoral degree,doctoral,0
GAZP,Патрушев Дмитрий Николаевич,degrees,1,,Doctoral degree,doctoral,0
GEMC,Яновский Андрей Владимирович,education,0,Saint Petersburg State Institute of Technology (Technical University),Specialist degree,master,0
GEMC,Яновский Андрей Владимирович,education,1,Riga Higher Military-Political School,Specialist degree,master,1
GEMC,Яновский Андрей Владимирович,education,2,Санкт-Петербургский государственный экономический университет,Specialist degree,master,0
GEMC,Яновский Андрей Владимирович,education,3,Kingston University,MBA,,1
GEMC,Яновский Андрей Владимирович,degrees,0,Kingston University,MBA,,1
GLTR,Газизов Антон / Anton Gazizov,education,0,University of Cambridge,Bachelor's degree,bachelor,1
GLTR,Газизов Антон / Anton Gazizov,education,1,London Business School,MBA,,1
GLTR,Газизов Антон / Anton Gazizov,education,2,CFA Institute,Professional certification,,0
GLTR,Джафар Борхан / Jaafar Borhan Jaafar,education,0,Beirut Arab University,Bachelor's degree,bachelor,1
GLTR,Жуслен Хейраллах / Jouslin Khairallah,education,0,Beirut Arab University,Bachelor's degree,bachelor,1
GLTR,Абдултайаб Бахрейнвала / Dr. Abdultaiyab Bahrainwala,education,0,European University Institute in Paris,Doctoral degree,doctoral,1
GLTR,Абдултайаб Бахрейнвала / Dr. Abdultaiyab Bahrainwala,education,1,National University of Singapore,Master's degree,master,1
GLTR,Абдултайаб Бахрейнвала / Dr. Abdultaiyab Bahrainwala,education,2,Maharaja Sayajirao University of Baroda,Bachelor's degree,bachelor,1
GLTR,Абдултайаб Бахрейнвала / Dr. Abdultaiyab Bahrainwala,degrees,0,European University Institute in Paris,Doctoral degree,doctoral,1
GLTR,Альбина Амангельдинова / Albina Amangeldinova,education,0,Almaty Institute of National Economy,Specialist degree,master,1
GLTR,Альбина Амангельдинова / Albina Amangeldinova,education,1,Kazakh Humanitarian-Legal University,,,1
GLTR,Ержан Ниязалиев / Yerzhan Niyazaliyev,education,0,M. Auezov South Kazakhstan University,Bachelor's degree,bachelor,1
GLTR,Ержан Ниязалиев / Yerzhan Niyazaliyev,education,1,Maqsut Narikbayev University,Bachelor's degree,bachelor,1
GLTR,Ержан Ниязалиев / Yerzhan Niyazaliyev,education,2,Regional Social and Innovation University,Master's degree,master,0
GLTR,Кайрат Итемгенов / Kairat Itemgenov,education,0,Kazakh State National University,Specialist degree,master,1
GLTR,Кайрат Итемгенов / Kairat Itemgenov,education,1,Технологический институт в Семее,Specialist degree,master,1
GLTR,Сторожев Александр Валентинович / Alexander Storozhev,education,0,Kiev Military Academy of Aviation and Engineering,Specialist degree,master,1
GLTR,Сторожев Александр Валентинович / Alexander Storozhev,education,1,Московская международная высшая школа бизнеса «МИРБИС»,Master's degree,master,0
GLTR,Вячеслав Станиславский / Viacheslav Stanislavskiy,education,0,Иркутский национальный исследовательский технический университет,Specialist degree,master,0
GLTR,Вячеслав Станиславский / Viacheslav Stanislavskiy,education,1,,Specialist degree,master,0
GLTR,Руслан Изатов / Ruslan Izatov,education,0,Taraz State University,,,1
GLTR,Стефан Хенрих / Stefan Henrich,education,0,Queen Mary University of London,Master's degree,master,1
GLTR,Юсеф Абу Лабан / Yousef Abu Laban,education,0,The World Islamic Sciences & Education University (W.I.S.E),Bachelor's degree,bachelor,1
GMKN,Потанин Владимир Олегович,education,0,Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации,Specialist degree,master,0
HEAD,Сергиенков Дмитрий Сергеевич,education,0,Государственный университет управления,Specialist degree,master,0
HEAD,Арсеньев Сергей Станиславович,education,0,"European Business School, London",Bachelor's degree,bachelor,1
HEAD,Арсеньев Сергей Станиславович,degrees,0,Securities Institute,Professional certification,,0
HEAD,Байцур Антон Григорьевич,education,0,Национальный исследовательский университет «Высшая школа экономики»,Bachelor's degree,bachelor,0
HEAD,Дуглас Гарднер,education,0,University of Oklahoma,Bachelor's degree,bachelor,1
HEAD,Григорьев Дмитрий Константинович,education,0,Национальный исследовательский университет «МИЭТ»,Specialist degree,master,0
HEAD,Крюков Дмитрий Викторович,education,0,Московский государственный университет имени М.В. Ломоносова,Master's degree,master,0
HEAD,Машков Валентин Сергеевич,education,0,Национальный исследовательский университет «Высшая школа экономики»,Bachelor's degree,bachelor,0
HEAD,Ушакова Светлана Александровна,education,0,Oxford Brookes University,Bachelor's degree,bachelor,1
HEAD,Ушакова Светлана Александровна,education,1,London School of Economics and Political Science,Master's degree,master,1
HEAD,Филатова Ольга Геннадьевна,education,0,Национальный исследовательский университет «Высшая школа экономики»,Bachelor's degree,bachelor,0
HEAD,Филатова Ольга Геннадьевна,education,1,Национальный исследовательский университет «Высшая школа экономики»,Master's degree,master,0
HEAD,Филатова Ольга Геннадьевна,education,2,Stockholm School of Economics,MBA,,1
HNFG,Мелконян Гагик Аршавирович,education,0,Национальный политехнический университет Армении,Specialist degree,master,0
HNFG,Арутюнян Рубен Альбертович,education,0,Национальный политехнический университет Армении,Specialist degree,master,0
HNFG,Арутюнян Рубен Альбертович,education,1,Высшая коммерческая школа Министерства внешних экономических связей и торговли Российской Федерации,MBA,,0
HNFG,Адамян Амаяк Степаевич,education,0,Национальный политехнический университет Армении,Specialist degree,master,0
HNFG,Глазов Василий Владимирович,education,0,Финансовый университет при Правительстве Российской Федерации,Specialist degree,master,0
HNFG,Коршунова Анна Сергеевна,education,0,Международный институт экономики и права,Specialist degree,master,0
HNFG,Мороз Александр Евгеньевич,education,0,Uniwersytet Gdański,Master's degree,master,1
HNFG,Нахапетян Гор Борисович,education,0,Ереванский государственный университет,Specialist degree,master,1
HNFG,Нахапетян Гор Борисович,education,1,American University of Armenia,Executive education,,1
HNFG,Нахапетян Гор Борисович,education,2,INSEAD,Executive education,,1
HNFG,Рихтер Пауль,education,0,"Sales Management Academy, Vienna, Austria",MBA,,1
HNFG,Саркисян Акоп Гургенович,education,0,Национальный политехнический университет Армении,Specialist degree,master,0
HYDR,Хмарин Виктор Викторович,education,0,Санкт-Петербургский государственный университет,Specialist degree,master,0
HYDR,Хмарин Виктор Викторович,degrees,0,,Doctoral degree,doctoral,0
HYDR,Исаков Александр Юрьевич,education,0,,Unknown,,0
HYDR,Недотко Вадим Владиславович,education,0,,Unknown,,0
HYDR,Финкель Дмитрий Владимирович,education,0,Северный (Арктический) федеральный университет имени М.В. Ломоносова,Specialist degree,master,0
HYDR,Финкель Дмитрий Владимирович,education,1,Северный (Арктический) федеральный университет имени М.В. Ломоносова,Specialist degree,master,0
IRAO,Дрегваль Сергей Георгиевич,education,0,Киевский международный университет гражданской авиации,Specialist degree,master,1
IRAO,Дрегваль Сергей Георгиевич,education,1,Тюменский индустриальный университет,Specialist degree,master,0
IRAO,Бугров Андрей Евгеньевич,education,0,Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации,Specialist degree,master,0
IRAO,Бугров Андрей Евгеньевич,degrees,0,,Doctoral degree,doctoral,0
IRAO,Быстров Максим Сергеевич,education,0,Национальный исследовательский Московский государственный строительный университет,Specialist degree,master,0
IRAO,Быстров Максим Сергеевич,education,1,Всероссийская академия внешней торговли,Specialist degree,master,0
IRAO,Гавриленко Анатолий Анатольевич,education,0,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
IRAO,Гавриленко Анатолий Анатольевич,education,1,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
IRAO,Локшин Александр Маркович,education,0,Санкт-Петербургский политехнический университет Петра Великого,Specialist degree,master,0
IRAO,Локшин Александр Маркович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Executive education,,0
IRAO,Миловидов Владимир Дмитриевич,education,0,Московский государственный университет имени М.В. Ломоносова,Specialist degree,master,0
IRAO,Миловидов Владимир Дмитриевич,degrees,0,Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации,Doctoral degree,doctoral,0
IRAO,Муров Андрей Евгеньевич,education,0,Санкт-Петербургский государственный университет,Specialist degree,master,0
IRAO,Муров Андрей Евгеньевич,education,1,Межотраслевой институт повышения квалификации и переподготовки руководящих кадров,Professional certification,,0
IRAO,Муров Андрей Евгеньевич,education,2,Санкт-Петербургский государственный университет гражданской авиации,Specialist degree,master,0
IRAO,Муров Андрей Евгеньевич,degrees,0,,Doctoral degree,doctoral,0
IRAO,Опадчий Фёдор Юрьевич,education,0,Национальный исследовательский ядерный университет «МИФИ»,Specialist degree,master,0
IRAO,Опадчий Фёдор Юрьевич,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Professional certification,,0
IRAO,Опадчий Фёдор Юрьевич,education,2,Финансовый университет при Правительстве Российской Федерации,Professional certification,,0
IRAO,Сечин Игорь Иванович,education,0,Санкт-Петербургский государственный университет,Specialist degree,master,0
IRAO,Сечин Игорь Иванович,degrees,0,Санкт-Петербургский горный университет императрицы Екатерины II,Doctoral degree,doctoral,0
IRAO,Федоров Денис Владимирович,education,0,Московский государственный технический университет имени Н.Э. Баумана,Specialist degree,master,0
IRAO,Федоров Денис Владимирович,education,1,Национальный исследовательский университет «МЭИ»,Doctoral degree,doctoral,0
IRAO,Федоров Денис Владимирович,degrees,0,,Doctoral degree,doctoral,0
IRAO,Шугаев Дмитрий Евгеньевич,education,0,Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации,Specialist degree,master,0
IRAO,Шугаев Дмитрий Евгеньевич,degrees,0,,Doctoral degree,doctoral,0
IVAT,Иодковский Станислав Эрикович,education,0,Российский государственный социальный университет,Specialist degree,master,0
IVAT,Зокин Андрей Александрович,education,0,Московский государственный институт международных отношений (университет) Министерства иностранных дел Российской Федерации,Unknown,,0
IVAT,Зокин Андрей Александрович,degrees,0,,Doctoral degree,doctoral,0
IVAT,Терентьев Евгений Викторович,education,0,Национальный исследовательский университет «Высшая школа экономики»,Bachelor's degree,bachelor,0
IVAT,Черных Сергей Дмитриевич,education,0,"АНО ВО ""Институт Деловой карьеры""",Bachelor's degree,bachelor,0
IVAT,Петров Виктор Александрович,education,0,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Unknown,,0
IVAT,Смирнов Максим Сергеевич,education,0,Санкт-Петербургский государственный университет,Bachelor's degree,bachelor,0
IVAT,Батыров Ренат Рафикович,education,0,Астраханский государственный технический университет,Unknown,,0
IVAT,Батыров Ренат Рафикович,education,1,Саратовская государственная юридическая академия,Unknown,,0
IVAT,Манойло Андрей Федорович,education,0,Национальный исследовательский ядерный университет «МИФИ»,Specialist degree,master,0
IVAT,Манойло Андрей Федорович,education,1,Государственный университет управления,Unknown,,0
IVAT,Смирнов Павел Игоревич,education,0,Санкт-Петербургский государственный университет телекоммуникаций им. проф. М.А. Бонч-Бруевича,Bachelor's degree,bachelor,0
IVAT,Смирнов Павел Игоревич,education,1,Институт экономических стратегий РАН,MBA,,0
IVAT,Смирнов Павел Игоревич,degrees,0,,Doctoral degree,doctoral,0
KAZT,Герасименко Александр Викторович,education,0,Тольяттинский государственный университет,Specialist degree,master,0
KAZT,Герасименко Александр Викторович,education,1,Самарский государственный технический университет,Specialist degree,master,0
KAZT,Герасименко Александр Викторович,education,2,Oxford Brookes University,MBA,,1
KAZT,Герасименко Александр Викторович,degrees,0,Oxford Brookes University,MBA,,1
KAZT,Аникушин Сергей Александрович,education,0,Самарский государственный технический университет,Specialist degree,master,0
KAZT,Аникушин Сергей Александрович,education,1,Самарский государственный экономический университет,Executive education,,0
KAZT,Аникушин Сергей Александрович,education,2,Государственная программа подготовки управленческих кадров для организаций народного хозяйства Российской Федерации,Executive education,,0
KAZT,Ардамаков Сергей Витальевич,education,0,Тольяттинский государственный университет,Specialist degree,master,0
KAZT,Бобровский Сергей Викторович,education,0,Тольяттинский государственный университет,Specialist degree,master,0
KAZT,Былинин Андрей Николаевич,education,0,Самарский государственный технический университет,Specialist degree,master,0
KAZT,Былинин Андрей Николаевич,education,1,Самарский университет государственного управления,Executive education,,0
KAZT,Былинин Андрей Николаевич,education,2,Государственная программа подготовки управленческих кадров для организаций народного хозяйства Российской Федерации,Executive education,,0
KAZT,Герасименко Виктор Иванович,education,0,Самарский государственный технический университет,Specialist degree,master,0
KAZT,Герасименко Виктор Иванович,education,1,Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации,Executive education,,0
KAZT,Кудашев Виктор Николаевич,education,0,Волжский университет им. Татищева,Specialist degree,master,0
KAZT,Кудрявцев Виктор Петрович,education,0,Самарский государственный технический университет,Specialist degree,master,0
KAZT,Кудрявцев Виктор Петрович,education,1,Самарский университет государственного управления,Executive education,,0
KAZT,Кудрявцев Виктор Петрович,education,2,Государственная программа подготовки управленческих кадров для организаций народного хозяйства Российской Федерации,Executive education,,0
KAZT,Огарков Анатолий Аркадьевич,education,0,Ивановский государственный химико-технологический университет,Specialist degree,master,0
KAZT,Рачин Константин Геннадьевич,education,0,Национальный исследовательский университет ИТМО,Specialist degree,master,0
KAZT,Рачин Константин Геннадьевич,education,1,Программа Tacis / TCL (Лондон) / CNOF (Сорбонна),Executive education,,1
KAZT,Рачин Константин Геннадьевич,education,2,Самарский университет государственного управления,Executive education,,0
KAZT,Рачин Константин Геннадьевич,education,3,Государственная программа подготовки управленческих кадров для организаций народного хозяйства Российской Федерации,Executive education,,0
