ticker,name,role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years
IVAT,Смирнов Павел Игоревич,"Связь с ПАО ""ИВА"" как членом Совета директоров в 2024 году не подтверждена; официальные материалы 2025 года включают его в список кандидатов и проект состава Совета директоров.",0,0,0,1,0,1,0,0,0,1,2,1,1,11,0,0,17,13,13,24,1,1,1,1,0
KAZT,Герасименко Александр Викторович,"Генеральный директор ПАО ""КуйбышевАзот"" в контексте 2024 года",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,29,29,29,29,1,1,1,0,29
KAZT,Аникушин Сергей Александрович,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,1,1,1,0,12
KAZT,Ардамаков Сергей Витальевич,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,0,0,0,0,0,0,1,23,1,1,69,69,69,69,1,1,1,0,69
KAZT,Бобровский Сергей Викторович,"Член совета директоров и заместитель председателя совета директоров ПАО ""КуйбышевАзот""; советник по корпоративным отношениям",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,1,1,1,1,32
KAZT,Былинин Андрей Николаевич,"Член совета директоров и коммерческий директор ПАО ""КуйбышевАзот"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,1,1,1,1,40
KAZT,Герасименко Виктор Иванович,"Член совета директоров, председатель совета директоров ПАО ""КуйбышевАзот"" в 2024 году; советник по работе группы компаний",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,54,54,54,54,1,1,1,1,54
KAZT,Кудашев Виктор Николаевич,"Член совета директоров и главный бухгалтер ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,25,25,25,25,1,1,1,0,25
KAZT,Кудрявцев Виктор Петрович,"Член совета директоров ПАО ""КуйбышевАзот""; директор ООО ""КуйбышевАзот-плюс""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,1,1,1,1,32
KAZT,Огарков Анатолий Аркадьевич,"Член совета директоров и советник ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,80,80,80,80,1,1,1,1,80
KAZT,Рачин Константин Геннадьевич,"Член совета директоров ПАО ""КуйбышевАзот""; в годовом отчете 2024 занимаемая должность указана как отсутствующая",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,32,32,32,32,1,1,1,0,32
KAZT,Рыбкин Дмитрий Васильевич,"Член совета директоров и директор по маркетингу и стратегическому планированию ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,39,39,39,39,1,1,1,1,39
KAZT,Туманов Сергей Александрович,"Член совета директоров и председатель первичной профсоюзной организации ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12,12,12,12,1,1,1,0,12
KAZT,Шульженко Юрий Григорьевич,"Член совета директоров и советник ПАО ""КуйбышевАзот""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,1,1,1,1,32
KZOS,Сафин Айрат Фоатович,"Генеральный директор ПАО ""Казаньоргсинтез"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,32,32,32,42,1,1,1,1,20
LEAS,Мизюра Сергей Николаевич,"Генеральный директор ПАО ""ЛК ""Европлан"" (подтверждено в контексте 2024 года)",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,22,22,22,22,1,1,1,0,22
LENT,Сорокин Владимир Леонидович,"Генеральный директор МКПАО ""Лента"" / Группы компаний ""Лента""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,28,17,17,46,1,1,1,1,6
LKOH,Кочкуров Сергей Алексеевич,"В 2024 году: вице-президент по добыче нефти и газа в России ПАО ""ЛУКОЙЛ""; с января 2025 года: главный исполнительный директор ПАО ""ЛУКОЙЛ"". CSV указывает роль ""Генеральный директор"", но открытые источники относят назначение на эту должность к январю 2025 года.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,53,53,53,59,1,1,1,1,7
LSNGP,Кузьмин Игорь Анатольевич,"Генеральный директор ПАО ""Россети Ленэнерго""; Председатель Правления; член Совета директоров в контексте 2024 года",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,16,16,16,16,1,1,1,0,16
LSNGP,Рюмин Андрей Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Генеральный директор, Председатель Правления ПАО ""Россети""",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,14,14,14,14,1,1,1,1,8
LSNGP,Пикин Сергей Сергеевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; независимый директор; директор Фонда энергетического развития",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,8,8,19,1,1,1,1,8
LSNGP,Мольский Алексей Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель Генерального директора по инвестициям и капитальному строительству ПАО ""Россети""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,16,16,16,1,1,1,1,3
LSNGP,Ляпунов Евгений Викторович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель Генерального директора - главный инженер ПАО ""Россети""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,1,1,1,3
LSNGP,Полинов Алексей Александрович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Главный советник, Врио заместителя Генерального директора по стратегии ПАО ""Россети""",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12,12,12,12,1,1,1,1,6
LSNGP,Краинский Даниил Владимирович,"Член Совета директоров и член Правления ПАО ""Россети Ленэнерго""; Заместитель Генерального директора по правовому обеспечению ПАО ""Россети""",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,15,15,15,1,1,1,1,3
LSNGP,Протасов Станислав Дмитриевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Председатель Комитета по энергетике и инженерному обеспечению Санкт-Петербурга в 2024 году",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,7,10,1,1,1,1,3
LSNGP,Мельникова Светлана Анатольевна,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,9,9,9,16,1,1,1,1,9
LSNGP,Денисов Игорь Вадимович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,8,1,1,1,1,1
LSNGP,Котвицкий Константин Валерьевич,"Член Совета директоров ПАО ""Россети Ленэнерго""; Заместитель председателя Комитета по энергетике и инженерному обеспечению Санкт-Петербурга",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,1,1,1,1,2
LSNGP,Кутыева Екатерина Валерьевна,CSV role: Член Совета директоров; в годовом отчете за 2024 год членство в Совете директоров на 31.12.2024 не подтверждено; подтверждена как заместитель председателя Комитета имущественных отношений Санкт-Петербурга и как кандидат/избранный член Совета директоров на собрании 2025 года,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0
LSNGP,Казаев Владимир Александрович,"Член Совета директоров ПАО ""Россети Ленэнерго""; Начальник аппарата вице-губернатора Санкт-Петербурга (Кропачева С.Н.)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,9,1,1,1,0,1
LSRG,Кутузов Дмитрий Владимирович,"Генеральный директор, председатель Правления, член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,36,36,36,36,1,1,1,0,36
LSRG,Волчецкая Галина Александровна,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; исполнительный директор и член Правления ""Группы ЛСР""",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,29,29,29,50,1,1,1,1,25
LSRG,Игнатенко Виталий Никитич,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,80,1,1,1,1,4
LSRG,Кудимов Юрий Александрович,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,3,3,33,1,1,1,1,3
LSRG,Левит Игорь Михайлович,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; первый заместитель генерального директора и член Правления ""Группы ЛСР""",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,52,1,1,1,1,34
LSRG,Молчанов Егор Андреевич,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; первый заместитель генерального директора по экономике и внешнеэкономической деятельности, член Правления",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,17,17,18,1,1,1,1,9
LSRG,Осипов Юрий Сергеевич,"Председатель Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,0,0,0,1,56,0,0,5,5,5,86,1,1,1,1,5
LSRG,Шадрина Любовь Викторовна,"Член Совета директоров ПАО ""Группа ЛСР"" в контексте 2024 года; руководитель Представительства ""Группы ЛСР"" в Москве",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,40,1,1,1,1,16
LSRG,Яковлев Владимир Анатольевич,"Член Совета директоров, независимый директор ПАО ""Группа ЛСР"" в контексте 2024 года",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,96,1,1,1,1,1
MAGN,Шиляев Павел Владимирович,"Генеральный директор, член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,4,4,13,1,1,1,1,4
MAGN,Рашников Виктор Филиппович,"Председатель Совета директоров ПАО ""ММК""; член Совета директоров по CSV",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,13,13,13,35,1,1,1,1,13
MAGN,Еремин Андрей Анатольевич,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,6,6,11,1,1,1,1,6
MAGN,Исмаилов Рашид Рустам оглы,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,13,1,1,1,1,4
MAGN,Марцинович Валерий Ярославович,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,3,12,1,1,1,1,3
MAGN,Морган Ральф Таваколян,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,2,14,1,1,1,1,2
MAGN,Наумова Ольга Валерьевна,"Член Совета директоров ПАО ""ММК""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,49,1,1,1,1,4
MAGN,Осеевский Михаил Эдуардович,"Член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,11,1,1,1,1,4
MAGN,Рашникова Ольга Викторовна,"Член Совета директоров ПАО ""ММК""",0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,14,14,14,24,1,1,1,1,14
MAGN,Ушаков Сергей Николаевич,"Член Совета директоров ПАО ""ММК""",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17,17,17,17,1,1,1,0,17
MBNK,Иссопов Эдуард Александрович,"Председатель Правления ПАО ""МТС-Банк"" с 3 декабря 2024 года",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,41,41,41,41,1,1,1,1,13
MDMG,Курцер Марк Аркадьевич,"Генеральный директор; член Совета директоров, исполнительный директор",0,0,0,1,0,0,0,0,0,0,1,1,1,0,6,0,19,19,19,39,1,1,1,1,0
MDMG,Калугин Сергей Борисович,Член Совета директоров; старший независимый директор; председатель Комитета по вознаграждениям,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,10,1,1,1,1,3
MDMG,Кудимов Юрий Александрович,Член Совета директоров; независимый директор; член Комитета по кадрам,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,2,23,1,1,1,1,2
MDMG,Лукина Татьяна Борисовна,Член Совета директоров; независимый директор; председатель Комитета по аудиту,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,17,1,1,1,1,4
MDMG,Меклер Владимир Александрович,Председатель Совета директоров; независимый директор; председатель Комитета по кадрам,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,46,1,1,1,1,10
MDMG,Устименко Виталий Александрович,Член Совета директоров; независимый директор; член Комитета по аудиту,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,13,13,13,1,1,1,1,0
MGNT,Евгений Сергеевич Случевский,Генеральный директор ПАО «Магнит»,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,18,1,1,1,1,4
MGNT,Дмитрий Анатольевич Иванов,Главный финансовый директор АО «Тандер»; член Правления ПАО «Магнит»,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,10,10,1,1,1,1,2
MGNT,Юрий Мисник,Директор по цифровым технологиям; член Правления ПАО «Магнит»,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,18,1,1,1,1,4
MGNT,Андрей Юрьевич Бодров,Директор по стратегии и инвестициям; член Правления ПАО «Магнит»,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,1,1,1,1,0
MGNT,Анна Юрьевна Мелешина,Управляющий директор; член Правления; член Совета директоров ПАО «Магнит»,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,28,13,13,28,1,1,1,1,8
MGNT,Анна Николаевна Боброва,Директор по персоналу АО «Тандер»; член Правления и Совета директоров ПАО «Магнит»,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,33,1,1,1,1,6
MGNT,Сергей Юрьевич Буйлов,Член Совета директоров ПАО «Магнит»; генеральный директор ООО «Магнит Фарма»,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,4,4,27,1,1,1,1,1
MGNT,Маргарита Викторовна Витихович,Член Совета директоров ПАО «Магнит»,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19,19,19,19,1,1,1,1,1
MGNT,Наталья Анатольевна Дуличенко,Член Совета директоров ПАО «Магнит»; директор по юридической работе и корпоративному управлению АО «Тандер»,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,9,1,1,1,1,2
MGNT,Илья Игоревич Соколов,Член Совета директоров ПАО «Магнит»; советник по корпоративным вопросам,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,1,1,1,0,8
MGTSP,Альберт Тимурович Гильманов,Генеральный директор ПАО МГТС,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,22,22,31,1,1,1,1,4
MGTSP,Виктор Леонидович Белов,Член Совета директоров ПАО МГТС,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,34,1,1,1,1,2
MGTSP,Лариса Владимировна Бодягина,Член Совета директоров ПАО МГТС,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,6,6,6,22,1,1,1,1,3
MGTSP,Инеса Галактионова,Член Совета директоров ПАО МГТС,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,13,13,20,1,1,1,1,6
MGTSP,Александр Сергеевич Дмитриев,Член Совета директоров ПАО МГТС,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3,3,3,30,1,1,1,1,1
MGTSP,Роман Валерьевич Райков,Член Совета директоров ПАО МГТС,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
MGTSP,Дмитрий Николаевич Рылов,Член Совета директоров ПАО МГТС,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,26,26,26,26,1,1,1,1,1
MGTSP,Ирина Владимировна Карева,Финансовый директор ПАО МГТС,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25,25,25,25,1,1,1,1,11
MOEX,Yuriy Denisov,"Chief Executive Officer / председатель правления ПАО Московская Биржа в части 2024 года; полномочия досрочно прекращены 30.09.2024, после чего биржу возглавил Виктор Жидков, не включенный в CSV.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,11,37,1,1,1,1,8
MOEX,Andrei Selyuk,"CSV-listed Director of Finance/CFO; действующая роль CFO в 2024 году не подтверждена, так как официальные материалы 2024 года называют финансовым директором Михаила Панфилова.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,29,1,1,1,1,2
MOEX,Olga Vyacheslavovna Melentyeva,"Comptroller/Controller/Auditor; в раскрытии эмитента подтверждена связь с ПАО Московская Биржа, детальная биография основана на вторичных источниках.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
MOEX,Andrey Burilov,Chief Tech/Sci/R&D Officer / старший управляющий директор по IT Московской биржи.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,14,28,1,1,1,1,5
MOEX,Aleksandr Mikhailovich Kamenskiy,Corporate Secretary / директор Департамента корпоративного управления ПАО Московская Биржа.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,12,12,16,1,1,1,1,12
MOEX,Dmitry Shcheglov,Chief Operating Officer / управляющий директор по операционной деятельности Московской биржи.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,28,28,28,1,1,1,0,14
MOEX,Anton Vladimirovich Terentiev,Investor Relations Contact / директор по связям с инвесторами Московской биржи.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,1,1,1,0,8
MOEX,Sergey Anatolyevich Shvetsov,Chairman / председатель Наблюдательного совета Московской биржи.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,33,1,1,1,1,3
MOEX,Aleksandr Vadimovich Izosimov,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,8,8,8,30,1,1,1,1,8
MOEX,Bella Zlatkis,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33,14,14,47,1,1,1,1,14
MOEX,Paul Anne F Bodart,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,0,1,1,1,0,0,1,0,0,1,7,0,0,30,23,23,30,1,1,1,1,6
MOEX,Ramón Morales Adarraga,Director/Board Member / член Наблюдательного совета Московской биржи.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44,44,44,44,1,1,1,1,5
MOEX,Sergey Lykov,Director/Board Member / член или заместитель председателя Наблюдательного совета Московской биржи по вторичным roster-источникам.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,22,22,27,1,1,1,1,22
MOEX,Valery Pavlovich Goreglyad,Director/Board Member / член Наблюдательного совета Московской биржи; Chief Auditor of the Bank of Russia.,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12,12,12,24,1,1,1,0,12
MRKC,Маковский Игорь Владимирович,"Генеральный директор и Председатель Правления ПАО ""Россети Центр"" с 01.01.2024 по 27.12.2024; член Совета директоров ПАО ""Россети Центр""; с 12.2024 генеральный директор ППК ""ВСК"".",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,18,18,18,30,1,1,1,1,11
MRKC,Алёшин Артём Геннадьевич,"CSV: Director of Finance/CFO. В 2024 году до 01.08.2024 был членом Правления ПАО ""Россети Центр""; с 08.2024 заместитель Генерального директора по экономике и финансам ПАО ""Россети"".",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,28,28,28,1,1,1,1,11
MRKC,Земсков Андрей Юрьевич,CSV: Chief Investment Officer; MarketScreener: Chief Investment Officer / Andrey Yuryevich Zemskov.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
MRKC,Терников Сергей Александрович,CSV: Investor Relations Contact; официальный отчет 2022: руководитель IR-службы.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
MRKC,Шаркова Юлия Эдуардовна,"CSV: Corporate Officer/Principal. Исторически член Правления/заместитель генерального директора по развитию и реализации услуг ОАО/ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,1,1,1,1,12
MRKC,Саух Максим Михайлович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,13,13,1,1,1,1,13
MRKC,Шевчук Александр Викторович,"Член Совета директоров ПАО ""Россети Центр"" в действующем составе 2024; исполнительный директор НКО ""Ассоциация профессиональных инвесторов"".",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,19,19,21,1,1,1,1,9
MRKC,Головцов Александр Викторович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,1,1,1,6
MRKC,Зархин Виталий Юрьевич,"Независимый директор, член Совета директоров ПАО ""Россети Центр"" в действующем составе 2024.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,9,11,11,1,1,1,1,3
MRKC,Романовская Лариса Анатольевна,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,7,7,1,1,1,1,7
MRKC,Логаткин Андрей Вячеславович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,6,6,1,1,1,1,6
MRKC,Чевкин Дмитрий Александрович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,6,6,1,1,1,1,6
MRKC,Варварин Александр Викторович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое членство в Совете директоров ПАО ""МРСК Центра"".",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7,7,7,14,1,1,1,1,7
MRKC,Казаков Александр Иванович,"CSV: Director/Board Member; официальная страница 2019 подтверждает историческое председательство в Совете директоров ПАО ""МРСК Центра"".",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,7,7,7,1,1,1,1,7
MRKP,Игорь Владимирович Маковский,"Chief Executive Officer per CSV; in 2024 was генеральный директор ПАО ""Россети Центр"" (управляющей организации ПАО ""Россети Центр и Приволжье"") and председатель Правления ПАО ""Россети Центр и Приволжье"" through 27.12.2024; member of the Board of Directors of ПАО ""Россети Центр и Приволжье"".",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,12,12,15,1,1,1,1,3
MRKP,Сергей Александрович Терников,"Investor Relations Contact per CSV; official 2023 annual-report contacts name him head of the IR service of ПАО ""Россети Центр и Приволжье"", and a later Finam profile states he worked in shareholder/investor relations at ПАО ""Россети Центр"" and ПАО ""Россети Центр и Приволжье"" from 2010 to 2025.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,15,20,1,1,1,1,0
MRKP,Сергей Владимирович Хлусов,"Corporate Officer/Principal per CSV; public sources before and around the target period identify him as заместитель генерального директора ПАО ""Россети Центр и Приволжье"" - директор филиала ""Мариэнерго"".",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,0
MRKP,Олег Романович Федоров,"Член Совета директоров ПАО ""Россети Центр и Приволжье""; неисполнительный директор.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,17,1,1,1,1,2
MRKP,Андрей Владимирович Морозов,"Член Совета директоров ПАО ""Россети Центр и Приволжье""; независимый директор; юридический директор Ассоциации профессиональных инвесторов.",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,19,19,19,21,1,1,1,1,6
MRKP,Виталий Юрьевич Зархин,"Член Совета директоров ПАО ""Россети Центр и Приволжье""; независимый директор.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,9,14,16,1,1,1,1,3
MRKU,Дмитрий Александрович Воденников,"Генеральный директор, председатель Правления, член Совета директоров",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,10,10,1,1,1,1,1
MRKU,Даниил Владимирович Краинский,Председатель совета директоров ПАО «Россети Урал»,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,8,8,1,1,1,1,4
MRKU,Елена Викторовна Андреева,Член совета директоров,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1,21,21,1,1,1,1,1
MRKU,Михаил Александрович Бычко,Член совета директоров,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,1,1,1,1,1
MRKU,Марина Александровна Лаврова,Член совета директоров,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,1,1,1,1,1
MRKU,Алексей Александрович Полинов,Член совета директоров,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
MRKU,Мария Геннадьевна Тихонова,Член совета директоров,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,12,12,12,1,1,1,1,4
MRKU,Александр Викторович Шевчук,"Член совета директоров, независимый директор",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,11,11,20,1,1,1,1,3
MRKU,Павел Валерьевич Родин,Член совета директоров,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,1,1,1,0,0
MRKU,Карина Владимировна Дашко,Член совета директоров,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
MRKU,Алексей Вячеславович Коптев,Член совета директоров,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
MRKU,Владимир Александрович Рябушев,"Первый заместитель генерального директора — главный инженер, заместитель председателя правления",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,6,6,8,1,1,1,1,3
MRKU,Алексей Владимирович Санин,"Заместитель генерального директора по правовому и корпоративному управлению, член правления",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,21,21,21,1,1,1,1,15
MRKU,Сергей Владимирович Попов,"Заместитель генерального директора по реализации услуг, член правления",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,1,1,0,1
MRKU,Ольга Вячеславовна Очередько,"Заместитель генерального директора по экономике и финансам, член правления",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,21,21,21,1,1,1,1,2
