ticker,name,kind,episode,organization,start_original,end_original,start_used,end_used,years,note,is_current_company
BSPB,Савельев Александр Васильевич,professional,3,"Муниципальный филиал АКБ ""Петровский""",1995,1996,1995,1996,2,,0
BSPB,Савельев Александр Васильевич,professional,4,"ОАО ""Грузовое автотранспортное предприятие №12""",1996,1998,1996,1998,3,,0
BSPB,Савельев Александр Васильевич,professional,5,"ОАО ""Банк ""Петровский""",1998,2000,1998,2000,3,,0
BSPB,Савельев Александр Васильевич,professional,6,"ОАО (КБ) ""Балтонэксим Банк""",2000,2001,2000,2001,2,,0
BSPB,Савельев Александр Васильевич,professional,7,"ОАО/ПАО ""Банк ""Санкт-Петербург""",2001,2014,2001,2014,14,,1
BSPB,Савельев Александр Васильевич,professional,8,"ОАО/ПАО ""Банк ""Санкт-Петербург""",2001,2013,2001,2013,13,,1
BSPB,Савельев Александр Васильевич,professional,9,AS SMB Invest,2005,,2005,2006,2,end_from_next_start,0
BSPB,Савельев Александр Васильевич,professional,10,SANOL trade company s.r.o.,2006,2010,2006,2010,5,,0
BSPB,Савельев Александр Васильевич,professional,11,"ЗАО ""Тепломагистраль""",2009,2011,2009,2011,3,,0
BSPB,Савельев Александр Васильевич,professional,12,"ОАО/ПАО ""Банк ""Санкт-Петербург""",2013,,2013,2014,2,end_from_next_start,1
BSPB,Савельев Александр Васильевич,professional,13,"ПАО ""Банк ""Санкт-Петербург""",2014,2016,2014,2016,3,,1
BSPB,Савельев Александр Васильевич,professional,14,"ПАО ""Банк ""Санкт-Петербург""",2016,,2016,2024,9,end_at_collection_year,1
BSPB,Савельев Александр Васильевич,research,0,Казанский филиал НИИ технологии и организации производства,1978,1981,1978,1981,4,,
BSPB,Иванникова Елена Викторовна,professional,0,"Муниципальный филиал АКБ ""Петровский""",1994,2000,1994,2000,7,,0
BSPB,Иванникова Елена Викторовна,professional,1,"ОАО (КБ) ""Балтонэксим Банк""",2000,2001,2000,2001,2,,0
BSPB,Иванникова Елена Викторовна,professional,2,"ОАО ""Банк ""Санкт-Петербург""",2001,,2001,2003,3,end_from_next_start,1
BSPB,Иванникова Елена Викторовна,professional,3,"ОАО ""Банк ""Санкт-Петербург""",2003,2013,2003,2013,11,,1
BSPB,Иванникова Елена Викторовна,professional,4,"ОАО/ПАО ""Банк ""Санкт-Петербург""",2007,2013,2007,2013,7,,1
BSPB,Иванникова Елена Викторовна,professional,5,"ОАО/ПАО ""Банк ""Санкт-Петербург""",2013,,2013,2016,4,end_from_next_start,1
BSPB,Иванникова Елена Викторовна,professional,6,"ПАО ""Банк ""Санкт-Петербург""",2016,,2016,2024,9,end_at_collection_year,1
CBOM,Маликова Дина Ринатовна,professional,0,"Банки ""Аверс"" и ""АК Барс""",1995,2003,1995,2003,9,,0
CBOM,Маликова Дина Ринатовна,professional,1,Всероссийский банк развития регионов (ВБРР),2003,2011,2003,2011,9,,0
CBOM,Маликова Дина Ринатовна,professional,2,Всероссийский банк развития регионов (ВБРР),2011,2013,2011,2013,3,,0
CBOM,Маликова Дина Ринатовна,professional,3,Всероссийский банк развития регионов (ВБРР),2014,2025,2014,2024,11,end_capped_at_collection_year,0
CBOM,Маликова Дина Ринатовна,professional,4,"КБ ""Пересвет""",2017,,2017,2020,4,end_from_next_start,0
CBOM,Маликова Дина Ринатовна,professional,5,"ПАО ""НК ""Роснефть""",2020,,2020,2024,5,end_from_next_start;end_capped_at_collection_year,0
CBOM,Маликова Дина Ринатовна,professional,6,"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""",2025,,2025,2024,0,after_collection_year_excluded,1
CBOM,Маликова Дина Ринатовна,research,0,Казанский государственный университет,,2000,,2000,0,missing_dates_excluded,
CHMF,Шевелёв Александр Анатольевич,professional,0,"АО ""Северсталь Менеджмент"" / ПАО ""Северсталь""",2016,,2016,2024,9,end_at_collection_year,0
CHMF,Шевелёв Александр Анатольевич,professional,1,"Группа ""Свеза""",2016,2016,2016,2016,1,,0
CHMF,Шевелёв Александр Анатольевич,professional,2,"ОАО ""Северсталь-метиз""",2013,2016,2013,2016,4,,0
CHMF,Шевелёв Александр Анатольевич,professional,3,Правительство Вологодской области,2013,2013,2013,2013,1,,0
CHMF,Шевелёв Александр Анатольевич,professional,4,Администрация города Череповца,2012,2013,2012,2013,2,,0
CHMF,Шевелёв Александр Анатольевич,professional,5,"ОАО ""Череповецкий сталепрокатный завод"" / Череповецкий завод ""Северсталь-метиз""",1997,2012,1997,2012,16,,0
CHMF,Мордашов Алексей Александрович,professional,0,"ПАО ""Северсталь""",2015,,2015,2021,7,end_from_next_start,1
CHMF,Мордашов Алексей Александрович,professional,1,"АО ""Северсталь Менеджмент""",2014,2015,2014,2015,2,,0
CHMF,Мордашов Алексей Александрович,professional,2,"ОАО ""Северсталь""",2006,2014,2006,2014,9,,1
CHMF,Мордашов Алексей Александрович,professional,3,"ЗАО ""Северсталь-групп"" / ОАО ""Северсталь""",2002,2006,2002,2006,5,,0
CHMF,Мордашов Алексей Александрович,professional,4,"ОАО ""Северсталь"" / Череповецкий металлургический комбинат",1988,2002,1988,2002,15,,0
CHMF,Мордашов Алексей Александрович,professional,5,World Steel Association,2012,2013,2012,2013,2,,0
CHMF,Мордашов Алексей Александрович,professional,6,"Ассоциация предприятий черной металлургии ""Русская Сталь""",2021,,2021,2024,4,end_at_collection_year,0
CHMK,Капнин Владимир Викторович,professional,0,Новолипецкий металлургический комбинат (НЛМК),1987,1997,1987,1997,11,,0
CHMK,Капнин Владимир Викторович,professional,1,"ЗАО ""Промышленно-инновационная компания ""Проинком""""",1997,2004,1997,2004,8,,0
CHMK,Капнин Владимир Викторович,professional,2,"ООО ""Юнитех""",2006,2008,2006,2008,3,,0
CHMK,Капнин Владимир Викторович,professional,3,"ООО ""УК ""Мечел-Сталь""",2008,2010,2008,2010,3,,0
CHMK,Капнин Владимир Викторович,professional,4,"ПАО ""ЧМК""",2010,2020,2010,2020,11,,1
CHMK,Капнин Владимир Викторович,professional,5,"ООО ""УК ""Мечел-Сталь"" / ПАО ""Мечел""",2020,2024,2020,2024,5,,0
CHMK,Капнин Владимир Викторович,professional,6,"ПАО ""Мечел""",2026,2026,2026,2024,0,after_collection_year_excluded,0
CHMK,Капнин Владимир Викторович,professional,7,"ПАО ""ЧМК""",2026,,2026,2024,0,after_collection_year_excluded,1
CHMK,Капнин Владимир Викторович,research,0,"ПАО ""Мечел"" / ПАО ""ЧМК""",,,,,0,missing_dates_excluded,
CIAN,Григорьев Дмитрий Константинович,professional,0,"МКПАО ""Циан"" / Cian PLC",2022,,2022,2024,3,end_at_collection_year,0
CIAN,Григорьев Дмитрий Константинович,professional,1,"МКПАО ""Циан""",2024,,2024,2024,1,end_at_collection_year,1
CIAN,Григорьев Дмитрий Константинович,professional,2,Cian,2019,2022,2019,2022,4,,0
CIAN,Григорьев Дмитрий Константинович,professional,3,Cian,2017,2019,2017,2019,3,,0
CIAN,Григорьев Дмитрий Константинович,professional,4,FL.ru,2007,,2007,2015,9,end_from_next_start,0
CIAN,Григорьев Дмитрий Константинович,professional,5,Choister; Rubrain,2015,2017,2015,2017,3,,0
CIAN,Мельников Максим Анатольевич,professional,0,"МКПАО ""Циан"" / Cian PLC",2022,,2022,2024,3,end_at_collection_year,0
CIAN,Мельников Максим Анатольевич,professional,1,"МКПАО ""Циан""",2024,,2024,2024,1,end_at_collection_year,1
CIAN,Мельников Максим Анатольевич,professional,2,Cian / Cian PLC,2014,2022,2014,2022,9,,0
CIAN,Мельников Максим Анатольевич,professional,3,Media3 Holding,2010,2014,2010,2014,5,,0
CIAN,Мельников Максим Анатольевич,professional,4,HeadHunter Group PLC,2019,,2019,2022,4,end_from_next_start,0
DATA,Пустовой Максим Владимирович,professional,0,"ПАО ""Группа Аренадата""",2023,,2023,2024,2,end_at_collection_year,1
DATA,Пустовой Максим Владимирович,professional,1,Positive Technologies,2017,2023,2017,2023,7,,0
DATA,Пустовой Максим Владимирович,professional,2,ОТП Банк,2012,2017,2012,2017,6,,0
DATA,Пустовой Максим Владимирович,professional,3,Банк ВТБ,2010,2012,2010,2012,3,,0
DATA,Пустовой Максим Владимирович,professional,4,Accenture Russia,2007,2010,2007,2010,4,,0
DATA,Пустовой Максим Владимирович,professional,5,Luxoft / Texuna Technologies UK,2001,2007,2001,2007,7,,0
DATA,Жуков Андрей,professional,0,Группа Arenadata,,,,,0,missing_dates_excluded,0
DATA,Жуков Андрей,professional,1,SAP / Oracle,,,,,0,missing_dates_excluded,0
DATA,Бушуева Екатерина Андреевна,professional,0,Группа Arenadata,,,,,0,missing_dates_excluded,0
DATA,Бушуева Екатерина Андреевна,professional,1,ПАО МТС,,,,,0,missing_dates_excluded,0
DATA,Бушуева Екатерина Андреевна,professional,2,"ПАО ""ЛУКОЙЛ""",,2021,,2021,0,missing_dates_excluded,0
DATA,Бушуева Екатерина Андреевна,professional,3,Гравител (Gravitel),,,,,0,missing_dates_excluded,0
DATA,Гревцев Виктор Викторович,professional,0,"ПАО ""Группа Аренадата""",2024,,2024,2024,1,end_at_collection_year,1
DATA,Гревцев Виктор Викторович,professional,1,СРО ААС,2018,,2018,2024,7,end_at_collection_year,0
DATA,Муницына Мария Анатольевна,professional,0,"ПАО ""Группа Аренадата""",2024,,2024,2024,1,end_at_collection_year,1
DELI,Бехтина Елена Александровна,professional,0,"ПАО ""Каршеринг Руссия"" / Делимобиль",2020,,2020,2021,2,end_from_next_start,1
DELI,Бехтина Елена Александровна,professional,1,"ООО ""Каршеринг Руссия""",2019,2020,2019,2020,2,,1
DELI,Бехтина Елена Александровна,professional,2,Delimobil Holding S.A.,2021,2023,2021,2023,3,,0
DELI,Бехтина Елена Александровна,professional,3,"ТОО ""Ди-Мобилити Казахстан"" и ООО ""Каршеринг Клуб""",2022,,2022,2024,3,end_at_collection_year,0
DELI,Бехтина Елена Александровна,professional,4,Aizel,2018,2019,2018,2019,2,,0
DELI,Бехтина Елена Александровна,professional,5,KupiVIP,2015,2018,2015,2018,4,,0
DELI,Бехтина Елена Александровна,professional,6,Procter & Gamble,2011,2014,2011,2014,4,,0
DELI,Лойко Михаил,professional,0,"ПАО ""Каршеринг Руссия"" / Делимобиль",2024,,2024,2024,1,end_at_collection_year,1
DELI,Лойко Михаил,professional,1,Positive Technologies,,2024,,2024,0,missing_dates_excluded,0
DELI,Лойко Михаил,professional,2,Сбермаркет,,2023,2020,2023,4,start_from_previous_end,0
DELI,Лойко Михаил,professional,3,World Class,2014,2020,2014,2020,7,,0
DELI,Белотуркин Александр,professional,0,"ПАО ""Каршеринг Руссия"" / Делимобиль",2024,,2024,2024,1,end_at_collection_year,1
DELI,Белотуркин Александр,professional,1,Райффайзен Банк в России,,2024,,2024,0,missing_dates_excluded,0
DELI,Белотуркин Александр,professional,2,Citibank и Deutsche Bank,,,,,0,missing_dates_excluded,0
DELI,Коновальчук Виталий,professional,0,Делимобиль,2020,,2020,2024,5,end_at_collection_year,1
DELI,Коновальчук Виталий,professional,1,Leroy Merlin,2019,2019,2019,2019,1,,0
DELI,Коновальчук Виталий,professional,2,Lamoda,2014,2018,2014,2018,5,,0
DELI,Коновальчук Виталий,professional,3,Альфа-Банк,2010,2014,2010,2014,5,,0
DELI,Чарухин Денис Юрьевич,professional,0,"ПАО ""Каршеринг Руссия""",2024,,2024,2024,1,end_at_collection_year,1
DELI,Чарухин Денис Юрьевич,professional,1,"ГК ""Mikro Kapital""",2016,2021,2016,2021,6,,0
DELI,Чарухин Денис Юрьевич,professional,2,Управляющая компания ИТКОЛ,2021,2022,2021,2022,2,,0
DELI,Чарухин Денис Юрьевич,professional,3,Управление делами Правительства Новгородской области,2022,2024,2022,2024,3,,0
DELI,Чарухин Денис Юрьевич,professional,4,"АНО ""Агентство стратегических инициатив по продвижению новых проектов"" (АСИ)",2013,2014,2013,2014,2,,0
DELI,Чарухин Денис Юрьевич,research,0,,,,,,0,missing_dates_excluded,
DELI,Алгульян Даниил Валерьевич,professional,0,"ПАО ""Каршеринг Руссия""",2024,,2024,2024,1,end_at_collection_year,1
DELI,Алгульян Даниил Валерьевич,professional,1,ВЭБ.РФ,2018,,2018,2024,7,end_at_collection_year,0
DELI,Алгульян Даниил Валерьевич,professional,2,Внешэкономбанк / ВЭБ,2013,2018,2013,2018,6,,0
DELI,Алгульян Даниил Валерьевич,professional,3,KfW IPEX-Bank GmbH,2006,2013,2006,2013,8,,0
DELI,Алгульян Даниил Валерьевич,professional,4,МГИМО и Высшая школа экономики,2000,,2000,2006,7,end_from_next_start,0
DELI,Алгульян Даниил Валерьевич,research,0,,,,,,0,missing_dates_excluded,
DELI,Артюх Константин Юрьевич,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Артюх Константин Юрьевич,professional,1,"""МБ РУС Финансовые услуги""",2023,,2023,2024,2,end_at_collection_year,0
DELI,Артюх Константин Юрьевич,professional,2,Ассоциация банков России,2020,2023,2020,2023,4,,0
DELI,Артюх Константин Юрьевич,research,0,,,,,,0,missing_dates_excluded,
DELI,Гюванч Донмез,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Гюванч Донмез,professional,1,"ПАО ""Магнит""",2023,,2023,2024,2,end_at_collection_year,0
DELI,Гюванч Донмез,professional,2,Delivery Club,2019,2022,2019,2022,4,,0
DELI,Гюванч Донмез,professional,3,DP Eurasia / Domino's Pizza,2015,2019,2015,2019,5,,0
DELI,Гюванч Донмез,professional,4,Procter & Gamble,2000,2012,2000,2012,13,,0
DELI,Меликян Артур Борисович,professional,0,"ПАО ""Каршеринг Руссия""",2017,,2017,2018,2,end_from_next_start,1
DELI,Меликян Артур Борисович,professional,1,Delimobil Holding S.A.,2021,,2021,2024,4,end_at_collection_year,0
DELI,Меликян Артур Борисович,professional,2,"ООО ""Каршеринг Руссия""",2020,2021,2020,2021,2,,1
DELI,Меликян Артур Борисович,professional,3,"ООО ""Энитайм""",2018,,2018,2020,3,end_from_next_start,0
DELI,Меликян Артур Борисович,professional,4,"ООО ""Делисервис""",2020,,2020,2021,2,end_from_next_start,0
DELI,Полещук Ярослав Николаевич,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Полещук Ярослав Николаевич,professional,1,"ООО ""Микро Капитал Руссия""",2023,,2023,2024,2,end_at_collection_year,0
DELI,Полещук Ярослав Николаевич,professional,2,Бинбанк,2015,2019,2015,2019,5,,0
DELI,Саволайнен Ольга Викторовна,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Саволайнен Ольга Викторовна,professional,1,"АО ""Каршеринг Руссия""",2023,2023,2023,2023,1,,1
DELI,Саволайнен Ольга Викторовна,professional,2,"ФГБУ ""ЦНИИОИЗ"" Минздрава России и ФГБУ ""НМИЦ ПМ"" Минздрава России",2017,2022,2017,2022,6,,0
DELI,Садовин Владимир Альбертович,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Садовин Владимир Альбертович,professional,1,"X5 Retail Group / торговая сеть ""Перекресток""",2021,2022,2021,2022,2,,0
DELI,Садовин Владимир Альбертович,professional,2,BORK,2019,2021,2019,2021,3,,0
DELI,Садовин Владимир Альбертович,professional,3,"""Азбука вкуса""",2008,2020,2008,2020,13,,0
DELI,Чораян Григорий Ованесович,professional,0,"ПАО ""Каршеринг Руссия""",2023,,2023,2024,2,end_at_collection_year,1
DELI,Чораян Григорий Ованесович,professional,1,"ООО ""Каршеринг Руссия""",2022,2023,2022,2023,2,,1
DELI,Чораян Григорий Ованесович,professional,2,Mikro Kapital Management SA,2017,2022,2017,2022,6,,0
DELI,Чораян Григорий Ованесович,professional,3,Mikro Kapital / IMON / Микро Лизинг и связанные компании,2018,,2018,2022,5,end_from_next_start,0
DELI,Чораян Григорий Ованесович,professional,4,"ООО ""Микро Капитал Руссия""",2023,,2023,2024,2,end_at_collection_year,0
DELI,Чораян Григорий Ованесович,research,0,,,,,,0,missing_dates_excluded,
DIAS,Глазков Александр Валериевич,professional,0,"ПАО ""Диасофт""",2023,,2023,2024,2,end_at_collection_year,1
DIAS,Глазков Александр Валериевич,professional,1,"ПАО ""Диасофт""",2023,,2023,2024,2,end_at_collection_year,1
DIAS,Глазков Александр Валериевич,professional,2,"ПАО ""Диасофт""",2017,2023,2017,2023,7,,1
DIAS,Глазков Александр Валериевич,professional,3,"ООО ""Диасофт""",2021,,2021,2023,3,end_from_next_start,1
DIAS,Глазков Александр Валериевич,professional,4,"ООО ""Диасофт Системы""",2015,2021,2015,2021,7,,0
DIAS,Глазков Александр Валериевич,professional,5,"ООО ""Диасофт Экосистема""",2021,,2021,2023,3,end_from_next_start,0
DIAS,Глазков Александр Валериевич,professional,6,"ООО ""Диасофт Инновации""",2023,,2023,2024,2,end_at_collection_year,0
DIAS,Глазков Александр Валериевич,professional,7,Центр управления полетами,1986,1989,1986,1989,4,,0
DIAS,Глазков Александр Валериевич,professional,8,"ЗАО/группа ""Диасофт""",1991,,1991,2015,25,end_from_next_start,0
DIAS,Глазков Александр Валериевич,research,0,Московский авиационный институт,,,,,0,missing_dates_excluded,
DIAS,Бочкарев Сергей Викторович,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Бочкарев Сергей Викторович,professional,1,Ростелеком-ЦОД,2022,,2022,2024,3,end_at_collection_year,0
DIAS,Бочкарев Сергей Викторович,professional,2,Национальная система платежных карт,2014,2022,2014,2022,9,,0
DIAS,Бочкарев Сергей Викторович,professional,3,"Банк ""Петровский""",1994,2001,1994,2001,8,,0
DIAS,Бочкарев Сергей Викторович,professional,4,"Банк ""Московский деловой мир""",2001,2001,2001,2001,1,,0
DIAS,Бочкарев Сергей Викторович,professional,5,Банкирский дом Санкт-Петербург,2001,2001,2001,2001,1,,0
DIAS,Бочкарев Сергей Викторович,professional,6,Промышленно-строительный банк,2002,2010,2002,2010,9,,0
DIAS,Бочкарев Сергей Викторович,professional,7,Банк ВТБ (ПАО),2010,2012,2010,2012,3,,0
DIAS,Бочкарев Сергей Викторович,professional,8,Лето Банк (позднее Почта Банк),2012,2014,2012,2014,3,,0
DIAS,Ляшков Александр Анатольевич,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Ляшков Александр Анатольевич,professional,1,"ПАО ""Диасофт""",2018,2024,2018,2024,7,,1
DIAS,Ляшков Александр Анатольевич,professional,2,"ООО ""Диасофт""",2014,2022,2014,2022,9,,1
DIAS,Ляшков Александр Анатольевич,professional,3,"ООО ""Диасофт Платформа""",2019,2022,2019,2022,4,,0
DIAS,Ляшков Александр Анатольевич,professional,4,"ООО ""РТ-Диасофт""",2022,,2022,2024,3,end_at_collection_year,0
DIAS,Лебедев Дмитрий Владимирович,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Лебедев Дмитрий Владимирович,professional,1,"ООО ""Диасофт Платформа""",2020,2022,2020,2022,3,,0
DIAS,Лебедев Дмитрий Владимирович,professional,2,"ООО ""Диасофт Системы""",2014,2021,2014,2021,8,,0
DIAS,Лебедев Дмитрий Владимирович,professional,3,"ООО ""Диасофт""",2021,,2021,2022,2,end_from_next_start,1
DIAS,Лебедев Дмитрий Владимирович,professional,4,"ООО ""РТ-Диасофт""",2022,2024,2022,2024,3,,0
DIAS,Лебедев Дмитрий Владимирович,professional,5,"ООО ""Диасофт Диджитал""",2023,,2023,2024,2,end_at_collection_year,0
DIAS,Лебедев Дмитрий Владимирович,professional,6,"ООО ""Диасофт Дата Менеджмент""",2024,,2024,2024,1,end_at_collection_year,0
DIAS,Бабкин Алексей Анатольевич,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Бабкин Алексей Анатольевич,professional,1,"ООО ""Диасофт Платформа""",2020,2022,2020,2022,3,,0
DIAS,Бабкин Алексей Анатольевич,professional,2,"ООО ""РТ-Диасофт""",2022,2024,2022,2024,3,,0
DIAS,Бабкин Алексей Анатольевич,professional,3,"ООО ""Диасофт Экосистема""",2022,2024,2022,2024,3,,0
DIAS,Бабкин Алексей Анатольевич,professional,4,"ООО ""Диасофт Экосистема""",2024,,2024,2024,1,end_at_collection_year,0
DIAS,Таскаева Татьяна Петровна,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Клишина Екатерина Александровна,professional,0,"ПАО ""Диасофт""",2024,,2024,2024,1,end_at_collection_year,1
DIAS,Клишина Екатерина Александровна,professional,1,"ООО ""Диасофт""",2016,2024,2016,2024,9,,1
DIAS,Клишина Екатерина Александровна,professional,2,"ООО ""Диасофт Платформа""",2020,2022,2020,2022,3,,0
DIAS,Клишина Екатерина Александровна,professional,3,"ООО ""РТ-Диасофт""",2022,2024,2022,2024,3,,0
DVEC,Кимерин Владимир Анатольевич,professional,0,"АО ""ЭСК РусГидро""",2016,,2016,2018,3,end_from_next_start,0
DVEC,Кимерин Владимир Анатольевич,professional,1,"ПАО ""РусГидро""",2018,,2018,2024,7,end_at_collection_year,0
DVEC,Кимерин Владимир Анатольевич,professional,2,"ОАО ""МОЭСК""",2012,2016,2012,2016,5,,0
DVEC,Кимерин Владимир Анатольевич,professional,3,"ООО ""Русэнергосбыт""",2008,2010,2008,2010,3,,0
DVEC,Кимерин Владимир Анатольевич,professional,4,"ОАО ""Мосэнергосбыт""",2005,2008,2005,2008,4,,0
DVEC,Власов Алексей Валерьевич,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Власов Алексей Валерьевич,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Бельченко Антон Леонидович,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Бельченко Антон Леонидович,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Бельченко Антон Леонидович,research,0,"МГУ имени М.В. Ломоносова, Высшая школа государственного администрирования",2020,2023,2020,2023,4,,
DVEC,Борисенко Вера Валентиновна,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Борисенко Вера Валентиновна,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Кабанова Лариса Владимировна,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Кабанова Лариса Владимировна,professional,1,"ПАО ""РусГидро""",2019,,2019,2023,5,end_from_next_start,0
DVEC,Коптяков Станислав Сергеевич,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Коптяков Станислав Сергеевич,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Осенкова Ксения Геннадьевна,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Осенкова Ксения Геннадьевна,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Сорокин Роман Юрьевич,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Сорокин Роман Юрьевич,professional,1,"ПАО ""РусГидро""",2011,,2011,2024,14,end_at_collection_year,0
DVEC,Сорокин Роман Юрьевич,professional,2,"ОАО ""РАО ЕЭС России""",2004,2008,2004,2008,5,,0
DVEC,Сорокин Роман Юрьевич,professional,3,"ОАО ""МРСК Центра""",2008,2009,2008,2009,2,,0
DVEC,Сорокин Роман Юрьевич,professional,4,"Госкорпорация ""Росатом""",2009,2009,2009,2009,1,,0
DVEC,Сорокин Роман Юрьевич,professional,5,"ОАО ""ФСК""",2009,2011,2009,2011,3,,0
DVEC,Стороженко Виталий Анатольевич,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Тюльпанов Евгений Викторович,professional,0,"ПАО ""ДЭК""",2023,,2023,2024,2,end_at_collection_year,1
DVEC,Тюльпанов Евгений Викторович,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Ажимов Олег Евгеньевич,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Ажимов Олег Евгеньевич,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Доланова Елена Федоровна,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Доланова Елена Федоровна,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Меделец Светлана Юрьевна,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Меделец Светлана Юрьевна,professional,1,"ПАО ""Колымаэнерго""",2022,,2022,2024,3,end_at_collection_year,0
DVEC,Коломиец Владимир Александрович,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Коломиец Владимир Александрович,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Дьяченко Ксения Юрьевна,professional,0,"ПАО ""ДЭК""",2024,,2024,2024,1,end_at_collection_year,1
DVEC,Дьяченко Ксения Юрьевна,professional,1,"ПАО ""РусГидро""",,,,,0,missing_dates_excluded,0
DVEC,Дьяченко Ксения Юрьевна,professional,2,"ПАО ""Колымаэнерго""",,,,,0,missing_dates_excluded,0
ELFV,Тналин Алибек Айбекович,professional,0,"ПАО ""ЭЛ5-Энерго""",2022,,2022,2024,3,end_at_collection_year,1
ELFV,Тналин Алибек Айбекович,professional,1,"АО ""ВДК-Энерго""",2021,,2021,2022,2,end_from_next_start,0
ELFV,Тналин Алибек Айбекович,professional,2,"ПАО ""ЛУКОЙЛ""",2012,2022,2012,2022,11,,0
ELFV,Атцени Москвитин Матвей Владимирович,professional,0,"ПАО ""ЭЛ5-Энерго""",2022,,2022,2024,3,end_at_collection_year,1
ELFV,Атцени Москвитин Матвей Владимирович,professional,1,"ПАО ""ЭЛ5-Энерго""",2020,,2020,2022,3,end_from_next_start,1
ELFV,Атцени Москвитин Матвей Владимирович,professional,2,"ПАО ""ЭЛ5-Энерго""",2020,2022,2020,2022,3,,1
ELFV,Атцени Москвитин Матвей Владимирович,professional,3,"ООО ""Русэнергосбыт""",2016,2020,2016,2020,5,,0
ELFV,Атцени Москвитин Матвей Владимирович,professional,4,"ОАО ""ОГК-5""",2008,2011,2008,2011,4,,1
ELFV,Атцени Москвитин Матвей Владимирович,professional,5,"ОАО ""ОГК-5""",2011,2012,2011,2012,2,,1
ELFV,Атцени Москвитин Матвей Владимирович,professional,6,"ОАО ""ОГК-5"" / ПАО ""Энел Россия""",2012,2016,2012,2016,5,,1
ELFV,Верещагин Михаил Игоревич,professional,0,"ПАО ""ЭЛ5-Энерго""",2020,,2020,2024,5,end_at_collection_year,1
ELFV,Верещагин Михаил Игоревич,professional,1,PepsiCo / Frito-Lay Россия,1997,2005,1997,2005,9,,0
ELFV,Верещагин Михаил Игоревич,professional,2,Lafarge / Tele2 / Renault (российские подразделения),2005,2014,2005,2014,10,,0
ELFV,Верещагин Михаил Игоревич,professional,3,Renault / Альянс Renault-Nissan,2014,2019,2014,2019,6,,0
ELFV,Верещагин Михаил Игоревич,professional,4,АО НПФ ВТБ Пенсионный Фонд,2024,,2024,2024,1,end_at_collection_year,0
ELFV,Верещагин Михаил Игоревич,research,0,НИУ ВШЭ (Высшая школа экономики),2019,,2019,2024,6,end_at_collection_year,
ELFV,Косменюк Олег Николаевич,professional,0,Экибастузская ГРЭС-1 / AES Corporation (Казахстан),,2008,,2008,0,missing_dates_excluded,0
