field,value,count,has_law_education,has_economics_education
program,Среднее специальное образование,1,0,0
program,Управление коммуникациями и информацией,1,0,0
program,Факультет вычислительной математики и кибернетики,1,0,0
program,Факультет журналистики,1,0,0
program,Факультет организаторов промышленного производства и строительства,1,0,0
program,Физика,1,0,0
program,Филологический факультет,1,0,0
program,Финансово-кредитная и налоговая политика государства,1,0,1
program,Финансовое и банковское дело,1,0,1
program,Финансовый менеджмент,2,0,1
program,Финансы,1,0,1
program,Финансы и кредит,5,0,1
program,Финансы и кредит (факультет международных экономических отношений),1,0,1
program,Химическая технология синтетических биологически активных веществ,1,0,0
program,Экономика,1,0,1
program,Экономика и международные экономические отношения,1,0,1
program,Экономика; управление инвестициями и инновациями в экономике,1,0,1
program,Экономический факультет,1,0,1
program,Электрические станции,1,0,0
program,Электронные вычислительные машины (квалификация: инженер-системотехник),1,0,0
program,Юридический факультет,1,1,0
program,Юридическое образование,1,1,0
program,Юриспруденция,2,1,0
program,Юриспруденция (квалификация: юрист),1,1,0
program,аспирантура (журналистика),1,0,0
program,бакалавр,1,0,0
program,бакалавр технических наук,1,0,0
program,бакалавриат,4,0,0
program,бакалавриат / высшее образование,2,0,0
program,бизнес-школа,1,0,1
program,высшее образование,64,0,0
program,высшее образование / BS,1,0,0
program,высшее техническое образование,1,0,0
program,высшее экономическое образование,1,0,1
program,диплом по корпоративному управлению,1,0,1
program,дополнительное образование,1,0,0
program,"корпоративное управление, сертификат и диплом IoD",1,0,1
program,магистр,1,0,0
program,магистр менеджмента,1,0,1
program,магистратура,6,0,0
program,магистратура / MSc,1,0,0
program,магистратура / высшее образование,1,0,0
program,международная профессиональная сертификация,1,0,0
program,обучение по управлению цифровой трансформацией,1,0,0
program,переквалификация,1,0,0
program,постдипломное обучение,3,0,0
program,программа развития лидерского потенциала,1,0,0
program,среднее специальное образование,1,0,0
program_or_field,Accounting,1,0,1
program_or_field,Accounting and Taxation,1,0,1
program_or_field,Accounting and finance professional qualification,1,0,1
program_or_field,Business administration,1,0,1
program_or_field,Chemistry,1,0,0
program_or_field,Economics,5,0,1
program_or_field,Economics and Management,1,0,1
program_or_field,English Language and Literature,1,0,0
program_or_field,Executive MBA,3,0,1
program_or_field,Finance and Investments,1,0,1
program_or_field,International Business,1,0,1
program_or_field,International Economics,1,0,1
program_or_field,International Executive MBA,1,0,1
program_or_field,Law,2,1,0
program_or_field,Legal Practice Course,1,1,0
program_or_field,MBA,1,0,1
program_or_field,Mining Economics,1,0,1
program_or_field,Social Psychology,1,0,0
program_or_field,Strategic Management,1,0,1
program_or_field,Technical Cybernetics,1,0,0
program_or_field,bar admission,1,0,0
program_or_field,corporate governance,1,0,0
program_or_field,international and European law,1,1,0
program_or_field,law,1,1,0
program_or_field,profession accounting/finance,1,0,1
program_or_field,"Вычислительные машины, комплексы, системы и сети",1,0,0
program_or_field,Инженерно-экономическая подготовка,1,0,1
program_or_field,Информационные системы в экономике,1,0,1
program_or_field,Менеджмент,1,0,1
program_or_field,Промышленное и гражданское строительство,1,0,0
program_or_field,Финансы и кредит,1,0,1
program_or_field,Юриспруденция,1,1,0
program_or_field,автомобиле- и тракторостроение,1,0,0
program_or_field,аспирантура,1,0,0
program_or_field,бухгалтерский учет и аудит,2,0,1
program_or_field,восточный факультет,1,0,0
program_or_field,государственное и муниципальное управление,1,0,0
program_or_field,"государственное и муниципальное управление, Управление субъектом федерации (Приморский филиал)",1,0,0
program_or_field,гражданское и трудовое право,1,1,0
program_or_field,директор по корпоративному управлению и корпоративным отношениям,1,0,1
program_or_field,инженер химик-технолог,1,0,0
program_or_field,инженер-механик / автомобильный факультет,1,0,0
program_or_field,инженер-технолог / технология основного органического и нефтехимического синтеза,1,0,0
program_or_field,инженер-физик,1,0,0
program_or_field,информационная безопасность,1,0,0
program_or_field,контроллинг и финансы,1,0,1
program_or_field,корпоративные финансы,1,0,1
program_or_field,краткосрочные программы бизнес-школ,1,0,1
program_or_field,машины и аппараты химических производств,1,0,0
program_or_field,международные валютно-кредитные и финансовые отношения,1,0,1
program_or_field,международные экономические отношения,1,0,1
program_or_field,менеджмент,2,0,1
program_or_field,менеджмент - международный бизнес,1,0,1
program_or_field,менеджмент и HR в IBS,1,0,1
program_or_field,механико-математический факультет,1,0,0
program_or_field,нефтегазовое производство,1,0,0
program_or_field,оборудование и технология сварочного производства,1,0,0
program_or_field,организация управления производством,1,0,0
program_or_field,открытые горные работы,1,0,0
program_or_field,прикладная математика,3,0,0
program_or_field,программа развития руководителей высшего звена,1,0,0
program_or_field,программное обеспечение автоматизированных систем,1,0,0
program_or_field,проектирование и технологии электронных средств,1,0,0
program_or_field,радиофизика,1,0,0
program_or_field,стратегическое управление,1,0,1
program_or_field,технология неорганических веществ,1,0,0
program_or_field,технология основного органического и нефтехимического синтеза,2,0,0
program_or_field,управленческая подготовка,4,0,0
program_or_field,управленческие кадры,5,0,0
program_or_field,"факультет прикладной математики и физики; специальность ""системный программист""",1,0,0
program_or_field,"факультет радиоэлектроники летательных аппаратов; специальность ""разработчик вычислительных систем""",1,0,0
program_or_field,физика,1,0,0
program_or_field,финансы и кредит,2,0,1
program_or_field,химическая технология органических веществ,1,0,0
program_or_field,химический факультет,1,0,0
program_or_field,холодильное оборудование и кондиционирование воздуха,1,0,0
program_or_field,экономика,1,0,1
program_or_field,экономика и планирование материально-технического снабжения и сбыта,1,0,1
program_or_field,электроснабжение промышленных предприятий,1,0,0
program_or_field,юридический факультет,1,1,0
program_or_field,юридический факультет; земельное право,1,1,0
program_or_field,юриспруденция,5,1,0
program_or_specialty,Advanced Diploma in Accounting and Business,1,0,1
program_or_specialty,Arts and Laws,1,1,0
program_or_specialty,Building Digital Partnership and Ecosystems; Strategy in the Age of Digital Disruption; FinTech,1,0,0
program_or_specialty,Business Administration and Finance,2,0,1
program_or_specialty,Chartered Director,2,0,0
program_or_specialty,"Chartered Financial Analyst (CFA), Level 2",1,0,1
program_or_specialty,Computer Network Systems,1,0,0
program_or_specialty,EMBA,1,0,1
program_or_specialty,Economics,3,0,1
program_or_specialty,Economics and law of Russia and Eastern Europe,1,1,1
program_or_specialty,Engineering,1,0,0
program_or_specialty,"Engineering Mechanics / Applied Mathematics (незаконченная докторантура / unfinished Ph.D. studies, attended 1998-1999)",1,0,0
program_or_specialty,Executive MBA,4,0,1
program_or_specialty,Finance and economics,1,0,1
program_or_specialty,General Management Program,1,0,1
program_or_specialty,History,1,0,0
program_or_specialty,International Business Law,1,1,1
program_or_specialty,International Business and Finance Law,1,1,1
program_or_specialty,International Director,1,0,0
program_or_specialty,Investment Banking,1,0,1
program_or_specialty,IoD Chartered Director,1,0,0
program_or_specialty,Jurisprudence,1,1,0
program_or_specialty,Law,5,1,0
program_or_specialty,MBA,7,0,1
program_or_specialty,Marketing,1,0,1
program_or_specialty,Mechanical Engineering,1,0,0
program_or_specialty,Political Science and International Relations,1,0,0
program_or_specialty,Project Management,1,0,1
program_or_specialty,Railway engineering,1,0,0
program_or_specialty,chemical engineering,1,0,0
program_or_specialty,management,1,0,1
program_or_specialty,Автоматизация и комплексная механизация химико-технологических процессов,1,0,0
program_or_specialty,Аспирантура: Экономика; Промышленная теплоэнергетика,1,0,1
program_or_specialty,Ассоциация дипломированных сертифицированных бухгалтеров Великобритании,1,0,1
program_or_specialty,Банковское дело,1,0,1
program_or_specialty,Банковское дело и международные финансовые системы / international finance and banking,1,0,1
program_or_specialty,Бурение нефтяных и газовых скважин,1,0,0
program_or_specialty,Бухгалтерский учет и анализ хозяйственной деятельности,1,0,1
program_or_specialty,Внешняя торговля,1,0,1
program_or_specialty,"Вычислительные машины, комплексы, системы и сети",2,0,0
program_or_specialty,Гидротехническое строительство речных сооружений и гидроэлектростанций,1,0,0
program_or_specialty,Глобальная экономика,1,0,1
program_or_specialty,Государственное управление,2,0,0
program_or_specialty,Гусеничные и колесные машины,1,0,0
program_or_specialty,Евроменеджмент,1,0,1
program_or_specialty,Журналистика,1,0,0
program_or_specialty,Инженер-радиотехник,1,0,0
program_or_specialty,Инженерная электрофизика,1,0,0
program_or_specialty,Информационные системы,1,0,0
program_or_specialty,Информационные технологии и системы управления,1,0,0
program_or_specialty,Исторический факультет,1,0,0
program_or_specialty,"Корпоративное управление, управление рисками и комплаенс",1,0,1
program_or_specialty,Курс обучения в бизнес-школе,1,0,1
program_or_specialty,Лечебное дело,1,0,0
program_or_specialty,Лингвистика и межкультурная коммуникация,1,0,0
program_or_specialty,Машины и аппараты химических производств и предприятий строительных материалов,1,0,0
program_or_specialty,Международная журналистика,1,0,0
program_or_specialty,Международные отношения,1,0,0
program_or_specialty,Международные экономические отношения,1,0,1
program_or_specialty,Менеджер по персоналу,1,0,0
program_or_specialty,Менеджмент,3,0,1
program_or_specialty,Менеджмент организации,3,0,1
program_or_specialty,Металлургия,1,0,0
program_or_specialty,Мировая экономика,5,0,1
program_or_specialty,Национальная экономика,1,0,1
program_or_specialty,Общий менеджмент,1,0,1
program_or_specialty,Организация перевозок и управление на транспорте (воздушный транспорт),1,0,0
program_or_specialty,Организация производства,1,0,0
program_or_specialty,Ординатура по акушерству и гинекологии,1,0,0
program_or_specialty,Перевод и переводоведение,1,0,0
program_or_specialty,"Пищевая промышленность / общественное питание (специальности «инженер-технолог общественного питания» и «повар 5-го разряда» по формулировке retail.ru и newprospect.ru; отчет ООО ""Лента"" за 2021 год и годовой отчет Магнита за 2018 год дают только укороченную квалификацию ""инженер-технолог"" без детализации специальности)",1,0,0
program_or_specialty,Политическая экономия,1,0,1
program_or_specialty,Политическая экономия / экономический факультет,1,0,1
program_or_specialty,Полуторагодичные курсы делового менеджмента,1,0,1
program_or_specialty,Право / юриспруденция,1,1,0
program_or_specialty,Правоведение,1,1,0
program_or_specialty,Правоведение / юриспруденция,1,1,0
program_or_specialty,Приборы точной механики,1,0,0
program_or_specialty,Прикладная математика,1,0,0
program_or_specialty,Прикладная математика и механика,1,0,0
program_or_specialty,"Программа ""Президент""",1,0,0
program_or_specialty,Промышленное и гражданское строительство,1,0,0
program_or_specialty,"Профессиональная переподготовка: подготовка управленческих кадров для организаций народного хозяйства РФ, направление «Менеджмент»",1,0,1
program_or_specialty,Профессиональный участник рынка ценных бумаг,1,0,1
program_or_specialty,Психология,1,0,0
program_or_specialty,Системный анализ,1,0,0
program_or_specialty,Системы вентиляции и кондиционирование воздуха,1,0,0
program_or_specialty,Стратегический менеджмент и предпринимательство,1,0,1
program_or_specialty,Тепловые электрические станции / теплоэнергетика,1,0,0
program_or_specialty,Теплофизика,1,0,0
program_or_specialty,Технология и комплексная механизация открытой разработки месторождений полезных ископаемых,1,0,0
program_or_specialty,Управление инновациями,1,0,0
program_or_specialty,Управление стоимостью компании,1,0,1
program_or_specialty,Управление эффективностью,1,0,0
program_or_specialty,Физика кинетических явлений,1,0,0
program_or_specialty,Филология,1,0,0
program_or_specialty,Филология (романо-германские языки),1,0,0
program_or_specialty,Финансовый менеджмент,3,0,1
program_or_specialty,Финансы и кредит,6,0,1
program_or_specialty,"Финансы, кредит и международные экономические отношения / мировая экономика",1,0,1
program_or_specialty,Финансы. Оценка стоимости бизнеса и управление санацией,1,0,1
program_or_specialty,Экономика,3,0,1
program_or_specialty,Экономика и управление в металлургии,1,0,1
program_or_specialty,Экономика и управление в металлургической промышленности,1,0,1
program_or_specialty,Экономика и управление на предприятии,2,0,1
program_or_specialty,"Экономика, экономический факультет",2,0,1
program_or_specialty,Экономика; математические методы,1,0,1
program_or_specialty,Экономист,1,0,1
program_or_specialty,Экономист-менеджер,1,0,1
program_or_specialty,Экономист-регионовед,1,0,1
program_or_specialty,Экономическая кибернетика,1,0,1
program_or_specialty,"Экономический факультет, внешняя торговля",1,0,1
program_or_specialty,Эксплуатация приборов и систем управления летательных аппаратов,1,0,0
program_or_specialty,Электроника и автоматика физических установок,1,0,0
program_or_specialty,Электропривод и автоматизация промышленных установок,1,0,0
program_or_specialty,Электропривод и автоматика промышленных установок и технологических комплексов,1,0,0
program_or_specialty,Юриспруденция,5,1,0
program_or_specialty,горный инженер,1,0,0
program_or_specialty,инженер-металлург,1,0,0
program_or_specialty,инженер-механик,1,0,0
program_or_specialty,менеджмент,1,0,1
program_or_specialty,организация управления производством / management,1,0,0
program_or_specialty,разработка нефтяных и газовых месторождений,1,0,0
program_or_specialty,теоретическая и прикладная лингвистика,1,0,0
program_or_specialty,физический факультет,1,0,0
program_or_specialty,экономика и управление аграрным производством,1,0,1
program_or_specialty,экономика/менеджмент,2,0,1
program_or_specialty,экономист / финансы и кредит,1,0,1
program_or_specialty,экономический факультет / мировая экономика,1,0,1
program_or_specialty,юридический факультет / юриспруденция,1,1,0
qualification,ACCA,1,0,1
qualification,Advanced Diploma in Accounting and Business,1,0,1
qualification,BSc,1,0,0
qualification,Bachelor of Arts,1,0,0
qualification,Bachelor of Arts and Laws,1,1,0
qualification,Bachelor of Law,1,1,0
qualification,Bachelor of Science,1,0,0
qualification,Bachelor of Science in Management,1,0,0
qualification,Bachelor's Degree,1,0,0
qualification,Bachelor's Degree in Accounting and Finance,1,0,1
qualification,CIMA (Chartered Institute of Management Accountants),1,0,1
qualification,Cambridge General Management Certificate,1,0,1
qualification,Chartered Director,1,0,0
qualification,Chartered Financial Analyst,1,0,1
qualification,Degree in Economics,1,0,1
qualification,Degree in Engineering,1,0,0
qualification,Degree in railway engineering,1,0,0
qualification,DipIFR (Diploma in International Financial Reporting),1,0,1
qualification,Diploma in Management,1,0,0
qualification,Diploma; Master's degree,1,0,0
qualification,EMBA,1,0,1
qualification,Engineering degree (инженер-механик / mechanical engineer),1,0,0
qualification,Executive MBA,10,0,1
qualification,First-class degree,1,0,0
qualification,Graduated,2,0,0
qualification,Graduated with honours,1,0,0
qualification,Graduated; major in jurisprudence,1,1,0
qualification,INSEAD Executive Programme,1,0,0
qualification,LLB,1,1,0
qualification,LLM,4,1,0
qualification,Law Doctorate,1,1,0
qualification,Legal MBA,1,1,1
qualification,MBA,40,0,1
qualification,"MBA ""Топ-менеджер""",1,0,1
qualification,MBA / Executive MBA,1,0,1
qualification,MBA / Master of Business Administration,1,0,1
qualification,MBA / executive education,1,0,1
qualification,"MBA, стратегический менеджмент и предпринимательство",1,0,1
qualification,MBA; менеджер,1,0,1
qualification,MSc,1,0,0
qualification,Master of Business Administration,1,0,1
qualification,Master of Laws (LL.M.),1,1,0
qualification,Master's Degree,1,0,0
qualification,Master's degree,1,0,0
qualification,Ph.D. и Master's Degree,1,0,0
qualification,SHRM Certification,1,0,0
qualification,Studied law; completion not confirmed,1,1,0
qualification,TAdviser describes a master's degree,1,0,0
qualification,"bachelor's degree, joint HSE/University of London program",1,0,0
qualification,completed program,1,0,0
qualification,design engineer (инженер-разработчик),1,0,0
qualification,graduate of Executive MBA program,1,0,1
qualification,graduated,2,0,0
qualification,"graduated, mechanics and mathematics faculty",1,0,0
qualification,mining engineer (горный инженер),1,0,0
qualification,postgraduate program,1,0,0
qualification,top executive program,1,0,0
qualification,undergraduate and graduate degrees,1,0,0
qualification,undergraduate degree,7,0,0
qualification,"Аттестат ФСФР, серия 1.0",1,0,0
qualification,Бакалавр по годовому отчету 2024; диплом по раскрытию Русагро,1,0,0
qualification,Бухгалтерский учет и анализ хозяйственной деятельности,1,0,1
qualification,Высшее образование,1,0,0
qualification,"Высшее образование Раунд 4: ar2023.mrsk-cp.ru датирует эту запись 2009 годом (в источнике она приведена одной строкой вместе с квалификацией ""кандидат экономических наук"" -- см. отдельно заполненную запись degrees[]; неоднозначно, обозначает ли специальность ""государственное управление"" отдельную более раннюю ступень высшего образования или тот же постградуированный (аспирантский) курс, который привел к кандидатской степени, поэтому qualification_degree для ЭТОЙ записи оставлен ""Unknown"" во избежание домысливания уровня).",1,0,1
qualification,"Высшее образование; в отчете эмитента указана квалификация ""специалист""",1,0,0
qualification,Высшее образование; отчет эмитента указывает степень бакалавра,1,0,0
qualification,"Высшее образование; раунд 4: ar2023.mrsk-cp.ru (биографическая справка в годовом отчете ПАО ""Россети Центр и Приволжье"" за 2023 г., прочитана дословно) указывает квалификацию ""менеджер"" и год окончания 2005 (специальность ""государственное и муниципальное управление""); в этом источнике вуз назван без добавления ""им. В.С. Черномырдина"" (переименование произошло позже, в честь В.С. Черномырдина, скончавшегося в 2010 г.) -- институт распознан как то же учебное заведение (см. известные варианты названия в university_names.json).",1,0,0
qualification,Высшее техническое образование,1,0,0
qualification,Горный инженер,1,0,0
qualification,Диплом ACCA,1,0,1
qualification,Диплом ICA,1,0,0
qualification,Диплом IoD Chartered Director,1,0,0
qualification,Дополнительное образование; диплом с отличием.,1,0,0
qualification,"Единый аттестат аудитора №01-001396 (решение о выдаче №13 от 21.04.2014, ОРНЗ 22006009326); отдельно от Certified Public Accountant (CPA), чей орган выдачи не установлен",1,0,1
qualification,Единый квалификационный аттестат аудитора; Certified Public Accountant (CPA),1,0,1
qualification,Инженер в информационных системах,1,0,0
qualification,Инженер-механик,3,0,0
qualification,Инженер-системотехник,1,0,0
qualification,Инженер-строитель,1,0,0
qualification,Инженер-физик,2,0,0
qualification,Инженер-электротехник по автоматизации,1,0,0
qualification,Курсы Project Management,1,0,1
qualification,Курсы для руководителей в 2020-2021 гг.,1,0,0
qualification,Магистерская диссертация,1,0,0
qualification,Магистр,2,0,0
qualification,"Магистр Раунд 4: год окончания повторно не найден -- проверены годовой отчет 2024, отчет эмитента за 2023 г. (полный текст извлечен из PDF) и официальная страница https://inarctica.com/investors/directors/ (прочитана дословно) -- ни один источник не указывает год; поле остается null.",1,0,0
qualification,Магистр делового администрирования (MBA),1,0,1
qualification,Мастер делового администрирования - Master of Business Administration,1,0,1
qualification,Математик,1,0,0
qualification,Менеджер,2,0,0
qualification,Менеджер высшей квалификации,1,0,0
qualification,Менеджер нефтегазового предприятия,1,0,0
qualification,Окончил с отличием; источники указывают инженерную/теплоэнергетическую специализацию.,1,0,0
qualification,"Окончила Московскую школу управления ""Сколково""; отчет эмитента указывает EMBA",1,0,1
qualification,Офицер с высшим военно-специальным образованием инженера-электрика,1,0,0
qualification,Переводчик немецкого и английского языков,1,0,0
qualification,Прикладная математика,1,0,0
qualification,Программа управленческого образования; не приравнивалась к MBA,1,0,1
qualification,Профессиональная переподготовка,1,0,0
qualification,"Профессиональный бухгалтер, главный бухгалтер, бухгалтер-эксперт (консультант)",1,0,1
qualification,"Раунд 4 (доп. целевой поиск): сайт unicon.ru (профиль сотрудника, прочитан дословно дважды для проверки) указывает квалификацию ""Chartered Financial Analyst (CFA) Level 2"" среди квалификаций Погуляева В.Ю. Это не завершенная сертификация CFA charterholder (для которой требуется сдача 3 уровней), а только пройденный 2-й уровень экзамена; год сдачи не указан.",1,0,1
qualification,Сертификация IoD Chartered Director,1,0,0
qualification,Специалист по защите информации,1,0,0
qualification,Специалист по парламентаризму (парламентской деятельности),1,0,0
qualification,Финансы и кредит,1,0,1
qualification,Экономист,7,0,1
qualification,Экономист / бакалавр экономики по раскрытию эмитента,1,0,1
qualification,Экономист-менеджер,1,0,1
qualification,Юрист,3,1,0
qualification,анестезиолог-реаниматолог,1,0,0
qualification,аспирантура,2,0,0
qualification,"аспирантура; исследователь, преподаватель-исследователь",1,0,0
qualification,бакалавр,6,0,0
qualification,бакалавр в области финансов,1,0,1
qualification,бакалавр экономики,4,0,1
qualification,бакалавр юриспруденции,1,1,0
qualification,бакалавриат,6,0,0
qualification,"бакалавриат (бакалавр техники и технологии, квалификация — инженер)",1,0,0
qualification,бакалавриат (два направления: средства связи с подвижными объектами — квалификация инженер; экономика — квалификация бакалавр),1,0,1
qualification,бакалавриат и магистратура,1,0,0
qualification,бухгалтерский учет и аудит,1,0,1
qualification,ведущий специалист по управлению в народном хозяйстве,1,0,0
qualification,врач,1,0,0
qualification,врач / гастроэнтеролог,1,0,0
qualification,врач-лечебник,2,0,0
qualification,второе высшее образование,1,0,0
qualification,высшее военное образование,2,0,0
qualification,высшее образование,87,0,0
qualification,высшее профессиональное образование,3,0,0
qualification,высшие курсы,1,0,0
qualification,горный инженер,3,0,0
qualification,горный инженер / инженер,1,0,0
qualification,горный инженер-геолог,2,0,0
qualification,горный инженер-геофизик,1,0,0
qualification,диплом ACCA,1,0,1
qualification,диплом бизнес-школы,1,0,1
qualification,диплом с отличием,1,0,0
qualification,диплом с отличием по данным официального релиза MDMG 2019 года,1,0,0
qualification,дополнительное высшее / управленческое образование,1,0,0
qualification,дополнительное образование,4,0,0
qualification,журналист,2,0,0
qualification,инженер,12,0,0
qualification,инженер химик-технолог,1,0,0
qualification,инженер-математик (с отличием),1,0,0
qualification,инженер-менеджер,1,0,0
qualification,инженер-металлург,2,0,0
qualification,инженер-механик,9,0,0
qualification,"инженер-механик, эксплуатация летательных аппаратов и двигателей",1,0,0
qualification,инженер-радиотехник,1,0,0
qualification,инженер-системотехник,1,0,0
qualification,инженер-строитель,2,0,0
qualification,инженер-технолог,4,0,0
qualification,"инженер-технолог (раунд 2: заархивированная официальная страница совета директоров АПАБАНК, где Сорокин В.Л. указан действующим членом совета директоров, независимо подтверждает ту же короткую формулировку квалификации ""инженер-технолог""; retail.ru и newprospect.ru дают более полную формулировку специальности -- см. program_or_specialty)",1,0,0
qualification,инженер-физик,4,0,0
qualification,инженер-химик,1,0,0
qualification,инженер-химик-технолог,1,0,0
qualification,инженер-экономист,4,0,1
qualification,инженер-экономист по организации управления,1,0,1
qualification,инженер-электрик,8,0,0
qualification,инженер-электромеханик,1,0,0
qualification,инженер; диплом с отличием,1,0,0
qualification,инженерная электрофизика,1,0,0
qualification,летчик-инженер,1,0,0
qualification,"лингвист, переводчик английского и французского языков",1,0,0
qualification,лингвист-переводчик,1,0,0
qualification,лингвист; переводчик-референт по французскому и английскому языкам,1,0,0
qualification,магистр,3,0,0
qualification,магистр менеджмента,2,0,1
qualification,магистр наук,1,0,0
qualification,магистр психологии,1,0,0
qualification,магистр техники и технологии,1,0,0
qualification,магистр экономики,4,0,1
qualification,магистратура,7,0,0
qualification,"магистратура / высшее образование, с отличием",1,0,0
qualification,мастер делового администрирования,1,0,1
qualification,мастер делового администрирования (MBA),1,0,1
qualification,математик,3,0,0
qualification,"международная экономика, финансы и банковское дело",1,0,1
qualification,международный директор,1,0,0
qualification,менеджер,3,0,0
qualification,менеджер внешнеэкономической деятельности,1,0,1
qualification,менеджер высшей квалификации,1,0,0
qualification,менеджер по персоналу,1,0,0
qualification,менеджер-экономист,2,0,1
qualification,механик,1,0,0
qualification,моделирование экономических процессов,1,0,1
qualification,обучение,2,0,0
qualification,"описание квалификации различается: годовой отчет указывает специальность, официальный сайт MDMG - степень магистра, Vedomosti/Banki - MBA Раунд 2 (2026-07-19): прямое повторное чтение events.vedomosti.ru/speakers/kudimov-yurii-2487 подтвердило точную формулировку ""Имеет степень MBA по специальности международные финансы и банковское дело""; официальный сайт MDMG называет это ""степенью магистра"" (MBA -- частный случай степени магистра); только годовой отчет ограничивается словом ""специальность"" без указания уровня. Три из четырех источников сходятся на степени магистра/MBA, поэтому qualification_degree закрыт как MBA с высокой уверенностью.",1,0,1
qualification,офицер,1,0,0
qualification,офицер пограничных войск,2,0,0
qualification,офицер с высшим военным образованием,1,0,0
qualification,офицер с высшим специальным образованием,1,0,0
qualification,повышение квалификации,3,0,0
qualification,постдипломное профессиональное образование,1,0,0
qualification,провизор,2,0,0
qualification,программа бизнес-школы,1,0,1
qualification,программа обучения,1,0,0
qualification,программа переквалификации,1,0,0
qualification,промышленное и гражданское строительство; экономика и управление на предприятии строительства,1,0,1
qualification,прослушанный курс,1,0,0
qualification,профессиональная переподготовка,6,0,0
qualification,"профессиональная подготовка (8-й факультет, органы государственной безопасности)",1,0,0
qualification,психолог; преподаватель психологии,1,0,0
qualification,работник в сфере электроэнергетики и электротехники,1,0,0
qualification,радиоинженер,1,0,0
qualification,сертифицированный корпоративный секретарь,1,0,0
qualification,социология,1,0,0
qualification,специалист,2,0,0
qualification,специалитет,3,0,0
qualification,специалитет (квалификация — инженер),1,0,0
qualification,специалитет (квалификация — учитель французского и английского языков),1,0,0
qualification,специалитет (квалификация — экономист),1,0,1
qualification,"специальность ""Финансы и кредит""",1,0,1
qualification,среднее специальное / военное образование,1,0,0
qualification,степень в области экономики и международных экономических отношений,1,0,1
qualification,степень магистра,1,0,0
qualification,управление,1,0,0
qualification,"факультет международных экономических отношений, с отличием",1,0,1
qualification,физик-исследователь,1,0,0
qualification,"филолог-германист, преподаватель английского языка и литературы",1,0,0
qualification,"филолог-романист, преподаватель португальского и французского языков",1,0,0
qualification,"финансовое образование, с отличием",1,0,1
qualification,финансы и кредит,1,0,1
qualification,частичное обучение,1,0,0
qualification,член ACCA с 2006 года; также успешно сдала экзамены на аттестат российского аудитора,1,0,1
qualification,экономика и управление в автотранспорте,1,0,1
qualification,экономист,28,0,1
qualification,экономист внешней торговли,2,0,1
qualification,"экономист, преподаватель политической экономии",1,0,1
qualification,экономист-математик,4,0,1
qualification,экономист-международник,1,0,1
qualification,экономист-международник со знанием иностранного языка,1,0,1
qualification,экономист-менеджер,13,0,1
qualification,"экономист; профиль финансовые, кредитные и международные экономические отношения",1,0,1
qualification,электронные приборы,1,0,0
qualification,юриспруденция,3,1,0
qualification,юрист,21,1,0
specialization,MBA,1,0,1
specialization,Бухгалтерский учет и аудит,1,0,1
specialization,"Геология, поиски и разведка нефтяных и газовых месторождений",1,0,0
specialization,Инженер-строитель,1,0,0
specialization,Машины и технология литейного производства,1,0,0
specialization,Международное право,1,1,0
specialization,Международные экономические отношения,1,0,1
specialization,Экономика,1,0,1
specialization,Экономическая кибернетика,1,0,1
specialization,инженер-геолог,1,0,0
