model_id,sample,outcome,block,specification,family,formula,term,coef,se_hc3,t,p_value,ci_low,ci_high,n,is_focal,term_status,effect_pp_per_10_points,se_pp_hc3,ci_low_pp,ci_high_pp
all_managers__stock_return_2025__index_equal__M5__main,all_managers,stock_return_2025,index_equal,M5,main,stock_return_2025 ~ index_equal_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,1.0656942960959652,0.4165169891471602,2.5585854211565984,0.019205885168829723,0.1939142187412345,1.937474373450696,27,False,ok,,,,
all_managers__stock_return_2025__index_equal__M5__main,all_managers,stock_return_2025,index_equal,M5,main,stock_return_2025 ~ index_equal_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,-0.06874635346921051,0.15996284807936742,-0.4297645002863491,0.6722014908718075,-0.4035524423109884,0.26605973537256744,27,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.37005519626538763,0.666960591991428,0.5548381729128363,0.5821737389502584,-0.9789999371780166,1.719110329708792,46,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_equal_10,-0.05209855037075771,0.06766552037933234,-0.7699423588068736,0.44597291702172176,-0.18896498404159562,0.08476788330008021,46,True,ok,-5.209855037075771,6.766552037933233,-18.896498404159562,8.476788330008022
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.015874536797999373,0.0335147136262604,-0.4736587331470112,0.6383841561607955,-0.08366444373746858,0.05191537014146984,46,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,0.001402079469630859,0.002823028984237878,0.4966578371880843,0.6222184291281935,-0.004308035623787697,0.007112194563049415,46,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.23457484625963157,0.3572437325269612,0.6566241053422209,0.5152787150999693,-0.48801880776269413,0.9571685002819572,46,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.04833208351732371,0.18386265394155543,0.262870585631202,0.7940340877865036,-0.3235652371441216,0.42022940417876903,46,False,ok,,,,
all_managers__stock_return_2024__index_equal__C2024__main,all_managers,stock_return_2024,index_equal,C2024,main,stock_return_2024 ~ index_equal_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.07567763490376525,0.10484878083521249,0.721778873353858,0.47473591105668134,-0.1363990420685434,0.2877543118760739,46,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.47927425947606406,0.8146183906389506,0.588342056825089,0.5600804656462495,-1.174488993858604,2.1330375128107324,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_equal_10,0.05614955409690568,0.10455978958613497,0.5370090578716249,0.5946590311975943,-0.15611810371809454,0.2684172119119059,43,True,ok,5.614955409690568,10.455978958613498,-15.611810371809455,26.841721191190587
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,stock_return_2024,0.06306380986237675,0.19033961646227573,0.3313225645533212,0.7423765263437437,-0.3233461545778186,0.4494737743025721,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.04255180471082433,0.02694469645500373,-1.5792274662245194,0.12328032161948756,-0.0972524466084263,0.012148837186777638,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,-0.00017122586429622197,0.0015865122429601253,-0.10792596467881495,0.9146707560944392,-0.003392016946995806,0.003049565218403362,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.24038926047612058,0.20291887102208025,1.1846569974754249,0.24413537259261026,-0.17155794837741323,0.6523364693296544,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.8455535535772628,0.25999682638601856,3.2521687488672084,0.0025373575259436064,0.31773193501107866,1.3733751721434468,43,False,ok,,,,
all_managers__stock_return_2025_w__index_equal__W2025__main,all_managers,stock_return_2025_w,index_equal,W2025,main,stock_return_2025_w ~ index_equal_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.09169589794623348,0.13201246515688148,0.6946003003372716,0.4918913206816361,-0.17630365419662372,0.35969545008909065,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M1__main,all_managers,stock_return_2025,index_critic,M1,main,stock_return_2025 ~ index_critic_10,Intercept,-0.038886399214646275,0.7627381658429128,-0.0509826319909826,0.9595176040488469,-1.5662432307980547,1.4884704323687623,59,False,ok,,,,
all_managers__stock_return_2025__index_critic__M1__main,all_managers,stock_return_2025,index_critic,M1,main,stock_return_2025 ~ index_critic_10,index_critic_10,0.016486380530653613,0.1406208475394345,0.11723994570599011,0.9070820502767999,-0.26510200952329077,0.29807477058459797,59,True,ok,1.6486380530653613,14.062084753943449,-26.51020095232908,29.807477058459796
all_managers__stock_return_2025__index_critic__M2__main,all_managers,stock_return_2025,index_critic,M2,main,stock_return_2025 ~ index_critic_10 + stock_return_2024,Intercept,-0.09990592273764788,0.8355273658798427,-0.11957229268300874,0.9053426705286166,-1.7817352802939268,1.5819234348186308,49,False,ok,,,,
all_managers__stock_return_2025__index_critic__M2__main,all_managers,stock_return_2025,index_critic,M2,main,stock_return_2025 ~ index_critic_10 + stock_return_2024,index_critic_10,0.03711805825984179,0.15459653581768654,0.24009631304814347,0.8113223523538876,-0.27406862829576933,0.34830474481545287,49,True,ok,3.711805825984179,15.459653581768654,-27.406862829576934,34.83047448154529
all_managers__stock_return_2025__index_critic__M2__main,all_managers,stock_return_2025,index_critic,M2,main,stock_return_2025 ~ index_critic_10 + stock_return_2024,stock_return_2024,0.31832555673335766,0.2395137422119366,1.3290492386515487,0.19038647679310822,-0.16379060084577224,0.8004417143124876,49,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.684944159892546,0.8751884970761544,0.7826247284794302,0.4391108514761261,-1.0917829467352567,2.461671266520349,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_critic_10,0.06988721996190146,0.08169958276577476,0.8554170975666026,0.3981384749238009,-0.09597175074564292,0.23574619066944585,43,True,ok,6.988721996190146,8.169958276577475,-9.597175074564293,23.574619066944585
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,stock_return_2024,0.11844462377750097,0.22047667181239586,0.537220662865801,0.5945144229007939,-0.3291468156630927,0.5660360632180946,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.05368446459304055,0.032247452778344184,-1.6647660502690127,0.10488795667374251,-0.11915027414423561,0.011781344958154513,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,-0.0006677873531683983,0.0021244532097285207,-0.3143337542622242,0.7551336843937326,-0.004980656657435156,0.003645081951098359,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.229772790541084,0.21852581989537906,1.0514674680140292,0.30024974995586046,-0.21385820895593147,0.6734037900380995,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.9387481901652569,0.3135978658144914,2.9934776109751104,0.005033516650085068,0.30211067649287093,1.5753857038376429,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M3__main,all_managers,stock_return_2025,index_critic,M3,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.10683947584857326,0.14171849764302902,0.7538851852472244,0.4559603232623095,-0.18086436979626744,0.394543321493414,43,False,ok,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),Intercept,0.4777673074833456,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),index_critic_10,0.0705962216921158,,,,,,43,True,undefined_hc3_and_press_leverage_one,7.05962216921158,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),stock_return_2024,0.07763930482855151,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),log_assets_2024,-0.038460489081572444,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),age,0.0010844738706754732,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),leverage_2024,0.09184622043344728,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),fixed_assets_ratio_2024,0.5081327949349307,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),state_2024,0.06737981427835539,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Деятельность холдинговых компаний,0.09372610618434504,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Передача электроэнергии,0.41236923909074913,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Прочие,-0.16034612553304264,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M4__main,all_managers,stock_return_2025,index_critic,M4,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024 + C(industry_group),industry_group_Разработка компьютерного программного обеспечения,-0.48133646178020667,,,,,,43,False,undefined_hc3_and_press_leverage_one,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,-0.5266963417176053,0.9416867219966097,-0.5593116366777247,0.5824827561102472,-2.4976693025734193,1.4442766191382086,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_critic_10,0.0495386540194948,0.1293940765142997,0.3828510187946675,0.7060797086805004,-0.2212862606228837,0.3203635686618733,27,True,ok,4.95386540194948,12.93940765142997,-22.12862606228837,32.03635686618733
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,stock_return_2024,0.05988589457738804,0.20236737900825022,0.29592662053969965,0.7704961773275618,-0.36367389751444273,0.4834456866692188,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_employees_2024,-0.003667701780578735,0.04440070600530727,-0.08260458246182686,0.9350300043660508,-0.09659944748239829,0.08926404392124082,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,-0.00033396263251797884,0.0015458410680670685,-0.21603943601755143,0.8312594600958478,-0.003569445172274585,0.0029015199072386275,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.19689694574784403,0.3385201414308719,0.5816402678895009,0.5676464432199276,-0.5116338531686736,0.9054277446643616,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,1.054496958365329,0.41585097385829295,2.535756856793279,0.02015847421992384,0.18411086703080104,1.924883049699857,27,False,ok,,,,
all_managers__stock_return_2025__index_critic__M5__main,all_managers,stock_return_2025,index_critic,M5,main,stock_return_2025 ~ index_critic_10 + stock_return_2024 + log_employees_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,-0.06749729477593187,0.15992249631471792,-0.4220625386130869,0.6777166902808885,-0.4022189264036606,0.26722433685179686,27,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.34485913589526535,0.6632403059463873,0.5199610650971834,0.6060297934532219,-0.9966710087448956,1.6863892805354261,46,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_critic_10,-0.04234259510836995,0.05208478051692724,-0.8129552373674467,0.4211789931274786,-0.14769400773206626,0.06300881751532637,46,True,ok,-4.234259510836995,5.208478051692724,-14.769400773206625,6.300881751532637
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.016356168268237145,0.03328806272027359,-0.49135236272778554,0.6259311986353226,-0.08368763047814874,0.05097529394167445,46,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,0.0013851763278546591,0.0027856533705390043,0.4972536577968555,0.6218020945137872,-0.004249339451104383,0.007019692106813702,46,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.23417977541164278,0.35579574457430574,0.6581859928983377,0.5142854109543376,-0.485485046526524,0.9538445973498096,46,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.056851415976984745,0.18511635650069963,0.3071117920191449,0.7603922126001225,-0.3175817574672684,0.4312845894212379,46,False,ok,,,,
all_managers__stock_return_2024__index_critic__C2024__main,all_managers,stock_return_2024,index_critic,C2024,main,stock_return_2024 ~ index_critic_10 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.07755288363549022,0.10402048004870675,0.7455539870530948,0.4604069643619607,-0.13284839685689398,0.2879541641278744,46,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,Intercept,0.43294571579015273,0.7727247866119215,0.5602844936402785,0.5788543714013457,-1.1357689998662632,2.0016604314465685,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,index_critic_10,0.0638378030476882,0.0855834978114028,0.7459125261316757,0.46070097606402177,-0.10990593438663647,0.23758154048201285,43,True,ok,6.38378030476882,8.55834978114028,-10.990593438663646,23.758154048201284
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,stock_return_2024,0.06590083827424496,0.19135888602327775,0.3443834756972221,0.7326186303032545,-0.3225783533827648,0.45438002993125476,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,log_assets_2024,-0.04303877017403718,0.02680667230940591,-1.6055245379686967,0.11736475868170394,-0.09745920815937104,0.01138166781129668,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,age,-0.00017626233136774184,0.0015523671250004638,-0.1135442309548324,0.9102479102301174,-0.0033277351393863736,0.00297521047665089,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,leverage_2024,0.24503482071120286,0.20096901949514293,1.2192666378467598,0.23089654115823663,-0.16295397909858444,0.6530236205209902,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,fixed_assets_ratio_2024,0.8395096336012408,0.2554132896117229,3.2868674722347304,0.0023104889880261772,0.3209930893799813,1.3580261778225002,43,False,ok,,,,
all_managers__stock_return_2025_w__index_critic__W2025__main,all_managers,stock_return_2025_w,index_critic,W2025,main,stock_return_2025_w ~ index_critic_10 + stock_return_2024 + log_assets_2024 + age + leverage_2024 + fixed_assets_ratio_2024 + state_2024,state_2024,0.09186882960822187,0.1305283408408444,0.7038228557600317,0.48619953267967037,-0.17311778999413927,0.356855449210583,43,False,ok,,,,
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,Intercept,0.8103975053824745,1.1869558668046605,0.682752853788997,0.49773660827413113,-1.5703344710800229,3.191129481844972,59,False,ok,,,,
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,media_score_10,-0.20294349651064347,0.12139438526386152,-1.671770041666488,0.10046435065654838,-0.4464297986077082,0.04054280558642126,59,True,ok,-20.294349651064348,12.139438526386153,-44.64297986077082,4.054280558642126
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,awards_score_10,0.0028987131787192684,0.030550763290518184,0.09488185781659081,0.924766490537971,-0.058378357945141734,0.06417578430258027,59,True,ok,0.2898713178719268,3.0550763290518184,-5.837835794514174,6.417578430258026
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,expertise_score_10,-0.009701432835015901,0.04189447695653826,-0.23156830063973022,0.817765063744287,-0.09373111221652924,0.07432824654649745,59,True,ok,-0.9701432835015902,4.189447695653826,-9.373111221652925,7.432824654649744
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,face_score_10,-0.009564911872794875,0.08880738692927659,-0.10770401205940301,0.9146371815643788,-0.18768997256083583,0.16856014881524609,59,True,ok,-0.9564911872794876,8.88073869292766,-18.768997256083583,16.856014881524608
all_managers__stock_return_2025__components_joint__M1__main,all_managers,stock_return_2025,components_joint,M1,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10,communication_score_10,0.048996427801214604,0.08478820411861991,0.5778684465667877,0.5658001309428227,-0.1210671730599013,0.2190600286623305,59,True,ok,4.899642780121461,8.47882041186199,-12.10671730599013,21.906002866233052
all_managers__stock_return_2025__components_joint__M2__main,all_managers,stock_return_2025,components_joint,M2,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10 + stock_return_2024,Intercept,0.5206863182946447,1.168114550439466,0.44574936430571216,0.6580677054131201,-1.8366642827432345,2.878036919332524,49,False,ok,,,,
all_managers__stock_return_2025__components_joint__M2__main,all_managers,stock_return_2025,components_joint,M2,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10 + stock_return_2024,media_score_10,-0.20532997650093193,0.12669168294127367,-1.6207060458428835,0.11256556324511999,-0.46100414374399196,0.05034419074212809,49,True,ok,-20.532997650093193,12.669168294127367,-46.10041437439919,5.034419074212809
all_managers__stock_return_2025__components_joint__M2__main,all_managers,stock_return_2025,components_joint,M2,main,stock_return_2025 ~ media_score_10 + awards_score_10 + expertise_score_10 + face_score_10 + communication_score_10 + stock_return_2024,awards_score_10,0.00022791420275150763,0.030173192482230677,0.007553532921175934,0.9940089751970553,-0.060664053461257264,0.061119881866760276,49,True,ok,0.022791420275150763,3.0173192482230675,-6.066405346125727,6.111988186676028
